frame,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU18,AU20,AU23,AU24,AU25,AU26,AU27,AU43
0,0.06950152,1.601875e-07,0.18299,0.62212,0.0696432,0.06290611,0.07545856,0.05085224,0.06327125,0.05181842,0.02848485,0.0475255,0.0152016,0.09581816,0.01893559,0.02353997,0.11705,0.08409254,0.05057444,0.05051289
1,0.06939352,1.572841e-07,0.1783562,0.623382,0.07028724,0.0629341,0.07544257,0.05110383,0.06388747,0.05189961,0.02847052,0.04851667,0.01519898,0.09864581,0.01884717,0.02354298,0.1214924,0.08443288,0.05056611,0.05051173
2,0.07009874,1.571748e-07,0.1733145,0.6360443,0.07082775,0.06362049,0.07542281,0.05102426,0.06340363,0.05200358,0.02845354,0.05068001,0.0151965,0.0998812,0.01873631,0.02353612,0.12861,0.08484051,0.05055388,0.05051362
3,0.07030912,1.538206e-07,0.1696948,0.6403012,0.07066693,0.06439412,0.07540917,0.05084173,0.06308083,0.05203062,0.02850328,0.058993,0.0151989,0.1006898,0.0185827,0.02352916,0.1316252,0.08518669,0.0505455,0.05050923
4,0.07002755,1.484108e-07,0.1657715,0.6371139,0.07056326,0.06510011,0.07540292,0.0507669,0.06253728,0.05202889,0.02855478,0.06931096,0.01520226,0.1001731,0.01875029,0.02342554,0.13468,0.08539021,0.05054631,0.05050674
5,0.06990477,1.437449e-07,0.1613871,0.6386124,0.07073022,0.06532847,0.07539367,0.05074363,0.06212206,0.05208926,0.02856929,0.07953738,0.01520541,0.09912154,0.01881581,0.02342212,0.1363553,0.08546309,0.05055808,0.0505096
6,0.07009134,1.40357e-07,0.1570232,0.6388717,0.07071801,0.06523278,0.07538625,0.05072618,0.06159079,0.05216107,0.02858362,0.08864674,0.01520687,0.09773979,0.01892919,0.02350758,0.1340221,0.0855362,0.05056512,0.05051726
7,0.07047953,1.379352e-07,0.1530661,0.6437784,0.07090928,0.06539278,0.07538002,0.05081309,0.06127633,0.05224946,0.02858691,0.09678287,0.01520882,0.09635632,0.01902993,0.0235591,0.1324252,0.08580483,0.05058002,0.05052741
8,0.07077523,1.358385e-07,0.1494439,0.6483531,0.07095529,0.06562798,0.07537226,0.05084474,0.06096231,0.0523215,0.02860389,0.1041081,0.01520943,0.09486511,0.01908187,0.02364018,0.1302314,0.08594356,0.05058948,0.05053423
9,0.07075057,1.33292e-07,0.1462543,0.6510433,0.07123558,0.06572054,0.07536444,0.05087163,0.06096061,0.05236826,0.0286312,0.1112122,0.0152117,0.09354962,0.01922535,0.02363605,0.1283403,0.0859761,0.0506142,0.05053828
10,0.07056211,1.304397e-07,0.1443074,0.6493391,0.07187739,0.06603327,0.07536285,0.05096747,0.06087765,0.05238934,0.0286645,0.1193406,0.01522062,0.09219137,0.01939003,0.02361714,0.1260624,0.08569779,0.05062223,0.05054135
11,0.07046722,1.295072e-07,0.143701,0.6505767,0.07223509,0.06642005,0.07536539,0.05105123,0.06097529,0.05241978,0.02870037,0.1273867,0.01523826,0.0906881,0.01957209,0.02364845,0.1240421,0.08525319,0.05062399,0.0505391
12,0.07093386,1.300845e-07,0.1437202,0.6589772,0.07309417,0.06698751,0.07536937,0.0511088,0.06116561,0.05244004,0.02872427,0.134759,0.01526637,0.08915924,0.01956338,0.02413764,0.1243842,0.08484887,0.05062098,0.0505348
13,0.07166028,1.31613e-07,0.1442639,0.6639872,0.07376686,0.06735694,0.07537165,0.05104842,0.0619017,0.05245671,0.02870114,0.140252,0.01530353,0.08754898,0.01940406,0.02479083,0.1262358,0.08446737,0.05061772,0.050531
14,0.072722,1.34556e-07,0.1454882,0.6661303,0.07473378,0.06864273,0.07538018,0.05092457,0.06363778,0.05248294,0.02864884,0.1415968,0.01534364,0.08627642,0.01924946,0.02612593,0.1314197,0.08415708,0.05065601,0.05052918
15,0.07391529,1.362702e-07,0.1475321,0.6649631,0.07631846,0.06987076,0.07538234,0.05097303,0.0659891,0.05250568,0.02864208,0.1468455,0.01538908,0.08526435,0.0190093,0.02737922,0.1379876,0.08388437,0.05071444,0.05052894
16,0.07495157,1.395034e-07,0.1519681,0.6573831,0.0782308,0.07146667,0.07538643,0.05105011,0.06731897,0.05250859,0.02872037,0.1505668,0.01546929,0.08451149,0.0187226,0.02856982,0.1437444,0.08357327,0.05077785,0.0505521
17,0.07597009,1.461352e-07,0.1564841,0.6589722,0.07974022,0.07292687,0.07538709,0.05136827,0.06852297,0.05251707,0.0287936,0.1506424,0.01556836,0.08424506,0.01821533,0.03005393,0.1483954,0.08323711,0.05083925,0.0506801
18,0.0770819,0.0008235287,0.1610428,0.6752264,0.08092965,0.07392154,0.07538544,0.05163821,0.06886321,0.05252658,0.02884307,0.1491023,0.01568904,0.08381279,0.01761381,0.03191975,0.1513448,0.08287186,0.05096642,0.05096055
19,0.07811388,0.00209238,0.1652587,0.693803,0.08188121,0.07495254,0.07538,0.0520239,0.06863806,0.0525544,0.02892202,0.1486357,0.01593488,0.08335232,0.01705322,0.03405355,0.1536476,0.08252253,0.05114779,0.05134042
20,0.07927702,0.003332237,0.1692155,0.711417,0.08285776,0.07620592,0.07537147,0.0526677,0.06884491,0.05258768,0.02900808,0.1492445,0.01617545,0.08303419,0.01653798,0.03588849,0.1555806,0.0822034,0.05129945,0.05173529
21,0.08019652,0.0044919,0.1729105,0.7279047,0.08385146,0.07729051,0.07536446,0.05336845,0.06965028,0.052609,0.02910099,0.1521597,0.01640894,0.08268255,0.01606163,0.03751159,0.1586307,0.08191165,0.05142383,0.05220548
22,0.08108111,0.005686793,0.1764357,0.7432429,0.08525422,0.07875319,0.07535766,0.05397652,0.07030028,0.05263139,0.02919542,0.1539834,0.01664917,0.0823807,0.01564934,0.03852906,0.1621184,0.08164285,0.05151214,0.05246288
23,0.08196655,0.00688767,0.1798689,0.7571964,0.08670731,0.08015958,0.07535218,0.05462379,0.07098052,0.05265159,0.02928882,0.1566717,0.01700347,0.08195551,0.01522822,0.03925595,0.1646368,0.08139607,0.05160297,0.05268649
24,0.08267919,0.008066006,0.1831535,0.7706254,0.08861598,0.08149076,0.07534831,0.05527974,0.07155368,0.05268067,0.02940006,0.1584255,0.0173757,0.08143207,0.01483636,0.03993734,0.1675649,0.08116359,0.05167938,0.05287301
25,0.08319657,0.009095654,0.1862377,0.7833492,0.09047174,0.0826055,0.07534464,0.0558328,0.07247252,0.05269591,0.02951801,0.1607925,0.01773377,0.08093984,0.01448045,0.04038855,0.1707787,0.08094937,0.05173207,0.05299171
26,0.08376407,0.01005172,0.189157,0.7951201,0.09250981,0.08356348,0.0753417,0.05638937,0.07335932,0.05271563,0.02963999,0.1635382,0.01805327,0.0805338,0.01414522,0.04078016,0.1733925,0.080752,0.05177535,0.05315524
27,0.08432823,0.01090956,0.1918763,0.806073,0.09444202,0.08434792,0.0753395,0.05691996,0.07421463,0.05272244,0.02974054,0.1666221,0.0183312,0.08012452,0.01382808,0.04116142,0.1762335,0.08056363,0.05182609,0.05332378
28,0.08488415,0.01172522,0.1944602,0.8165212,0.0963186,0.08504593,0.07533744,0.05742053,0.07506379,0.05273601,0.02983363,0.1698018,0.01860875,0.07970931,0.01353773,0.04160376,0.1791874,0.08038959,0.05187791,0.05347048
29,0.085347,0.01249809,0.1967921,0.8264316,0.09821348,0.08571804,0.07533523,0.05796847,0.07596231,0.05275043,0.02991739,0.1726654,0.0188747,0.07929654,0.0132581,0.04196562,0.1819758,0.08023228,0.05192017,0.05359785
30,0.0857151,0.01319499,0.1989536,0.8355294,0.09989357,0.08629636,0.07533316,0.05841709,0.07688154,0.05275719,0.02998688,0.1753747,0.01910866,0.07897175,0.01297923,0.04227212,0.1850867,0.08008926,0.0519802,0.05372031
31,0.08605574,0.01379562,0.2009286,0.8440326,0.1014352,0.08686736,0.07533149,0.05884543,0.07771406,0.05276366,0.03005666,0.1780367,0.01932917,0.0786391,0.01272208,0.04256482,0.1881258,0.07995522,0.05204196,0.05382602
32,0.08645014,0.0143807,0.2027599,0.8520581,0.103036,0.0874036,0.07533008,0.05927315,0.0787033,0.05277023,0.03011524,0.1798893,0.01953681,0.07835408,0.01247936,0.04286785,0.1909592,0.07982937,0.05209062,0.05392972
33,0.08681225,0.01488042,0.2044776,0.8595425,0.1045102,0.08789332,0.07532887,0.05970315,0.07966865,0.05277211,0.03016235,0.1822568,0.01972258,0.07809817,0.01225397,0.04309764,0.1936515,0.0797094,0.05214668,0.05401579
34,0.08716611,0.01539013,0.2060371,0.8666895,0.1058519,0.08829857,0.07532775,0.06009042,0.08059981,0.05277474,0.03020062,0.1839129,0.01988855,0.07785757,0.01203484,0.04332439,0.1962594,0.07959952,0.052202,0.05409107
35,0.0874994,0.01587382,0.2075012,0.8733653,0.1070838,0.08864082,0.07532651,0.06043085,0.08138937,0.05277318,0.03023089,0.1859067,0.0200436,0.07763415,0.01183064,0.04355001,0.1987254,0.07949361,0.05225694,0.05415776
36,0.08780748,0.01632004,0.208894,0.8795874,0.1082502,0.08895694,0.07532551,0.06077709,0.08217341,0.05277338,0.03025748,0.1877462,0.0201927,0.07743669,0.01163748,0.04375136,0.2010787,0.07939567,0.05231166,0.05422137
37,0.08804069,0.01672384,0.2102399,0.8856148,0.1094959,0.08932846,0.07532491,0.06113855,0.08308972,0.05277724,0.0302814,0.1891748,0.0203291,0.07720796,0.01146215,0.04395214,0.2033228,0.07930561,0.05235694,0.05429152
38,0.08822812,0.01708894,0.2114445,0.8912272,0.1104619,0.08960599,0.0753239,0.06147319,0.08385213,0.05277629,0.03030035,0.1905394,0.02046527,0.07702467,0.01129516,0.04414286,0.2052816,0.07921933,0.05239606,0.05434981
39,0.08845279,0.01746302,0.2125777,0.8965963,0.1112848,0.08985763,0.07532289,0.06177555,0.08453155,0.05277537,0.03031829,0.1919971,0.02059549,0.07683223,0.01113885,0.04432612,0.207084,0.07913647,0.05242867,0.05440136
40,0.08868401,0.01783239,0.2136291,0.9016492,0.1121056,0.09010354,0.0753219,0.0620836,0.08523963,0.05277447,0.03034007,0.1932692,0.02071881,0.07669538,0.01099229,0.04450097,0.2087846,0.07906034,0.05245911,0.05445115
41,0.08880986,0.01808471,0.2146024,0.9061839,0.1128111,0.09035689,0.07532088,0.0623817,0.08589536,0.05277425,0.0303595,0.1944926,0.02082599,0.07657257,0.01085437,0.04464053,0.2103892,0.07898581,0.05248596,0.05450413
42,0.08899254,0.01835884,0.2154982,0.9104908,0.1135717,0.09063071,0.07531995,0.06262394,0.08660787,0.05277415,0.03037057,0.1951764,0.02092402,0.07642946,0.01072701,0.04476994,0.2119686,0.07891628,0.05251879,0.0545484
43,0.08918612,0.01860111,0.2163382,0.9146338,0.1142705,0.09085689,0.07531933,0.06281832,0.08726446,0.05276952,0.030383,0.1958568,0.02100338,0.07629465,0.01060608,0.04489195,0.2133796,0.07884846,0.05255058,0.05459609
