frame,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU18,AU20,AU23,AU24,AU25,AU26,AU27,AU43
0,0.03311514,3.213063e-08,0.07613067,0.05107586,0.06368767,0.05121107,0.07538785,0.044366,0.03093494,0.05728547,0.02589942,0.02783915,0.01612748,0.05330556,0.0134316,0.03328958,0.04585309,0.08313798,0.0512011,0.05067455
1,0.03310816,3.214515e-08,0.07612446,0.05075843,0.06339283,0.05119019,0.07538508,0.04430763,0.03106478,0.05731697,0.02588073,0.02780885,0.01611359,0.0531906,0.01345172,0.03343718,0.04694061,0.08301295,0.05114174,0.0506641
2,0.03309227,3.183939e-08,0.07611179,0.05043661,0.06320306,0.05124084,0.07538106,0.0442591,0.03138635,0.05754909,0.02586561,0.02776353,0.01609406,0.05308093,0.01343724,0.03322706,0.04841521,0.08313125,0.0510895,0.05065014
3,0.03307726,3.158173e-08,0.07610697,0.05012246,0.06296985,0.05129943,0.07537845,0.04420615,0.03168989,0.05777165,0.02584809,0.02770518,0.01607398,0.05298252,0.01343967,0.03304376,0.04963164,0.08321387,0.05104039,0.05063665
4,0.03306368,3.132562e-08,0.07610525,0.04982907,0.06275506,0.05134746,0.07537688,0.04415395,0.03196561,0.05795738,0.02583314,0.02764132,0.01605487,0.05289125,0.01343581,0.03282573,0.05082796,0.08328724,0.05099336,0.05062521
5,0.03305458,3.128871e-08,0.07609364,0.04964161,0.06243331,0.05136881,0.07537486,0.04411513,0.03221245,0.05789275,0.02581677,0.0275877,0.01605941,0.05279553,0.01355008,0.03274316,0.05148411,0.08339123,0.05095066,0.05061107
6,0.03304848,3.097828e-08,0.07608686,0.04947909,0.06224085,0.05139059,0.07537156,0.04415596,0.03265243,0.05789249,0.02579708,0.02754018,0.0161057,0.05271328,0.01384081,0.03269593,0.05176025,0.08333635,0.05091221,0.05059151
7,0.03304583,3.120982e-08,0.07608199,0.04942672,0.06197074,0.05140693,0.07538826,0.04446166,0.03287743,0.05769211,0.02581289,0.02766912,0.01715709,0.05265503,0.0175321,0.03294448,0.05456675,0.0835839,0.05087257,0.05057567
8,0.03304787,3.173176e-08,0.07607575,0.0493371,0.06169242,0.0514229,0.07540415,0.04453357,0.0329081,0.05736359,0.02591946,0.02795713,0.0367754,0.05257156,0.07466799,0.03700133,0.06140913,0.08439837,0.05087858,0.05066701
9,0.03305437,3.204697e-08,0.07606605,0.04933286,0.06117768,0.05149601,0.07541265,0.04447474,0.03292838,0.05703385,0.0259464,0.02845781,0.09274578,0.05245789,0.1323615,0.04607739,0.06538269,0.08588612,0.05088645,0.05070442
