frame,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU18,AU20,AU23,AU24,AU25,AU26,AU27,AU43
0,0.06423828,1.44355e-07,0.17969,0.80036,0.07221864,0.09488544,0.075374,0.05116297,0.05827093,0.05244685,0.02817428,0.04622182,0.01520472,0.08899041,0.02256086,0.02426915,0.11082,0.08492741,0.05039462,0.05045881
1,0.06506172,1.468519e-07,0.1756853,0.7971366,0.07253799,0.09281784,0.075362,0.05159355,0.05918862,0.05245677,0.02823364,0.04817615,0.01520336,0.08951914,0.02214315,0.02419133,0.1142137,0.08507043,0.0503877,0.05046213
2,0.06869032,0.001092121,0.1720899,0.8095729,0.07294193,0.09138311,0.0753465,0.0514872,0.05942109,0.05264976,0.02820541,0.04964663,0.01521177,0.08890763,0.02140171,0.02422195,0.1187699,0.08516881,0.0503981,0.05045717
3,0.0714798,0.001417893,0.1681563,0.81792,0.0733564,0.08993206,0.07533251,0.05122214,0.05992978,0.05272287,0.02813397,0.0515511,0.01521012,0.09047149,0.02077761,0.0241472,0.1215039,0.08531809,0.05041199,0.05045176
4,0.07267513,0.001329502,0.165026,0.8256769,0.07393497,0.09012358,0.07532299,0.05113439,0.05958459,0.05279864,0.02811308,0.06072444,0.01523374,0.09023524,0.0204597,0.02398855,0.1297618,0.08520313,0.05048857,0.05044689
5,0.07319891,0.00124662,0.1609438,0.8260431,0.07395739,0.08884948,0.07531267,0.05113989,0.05903893,0.0528257,0.02807697,0.06812437,0.01525666,0.08888406,0.02026158,0.0237594,0.1358594,0.08520951,0.050566,0.05044836
6,0.07349449,0.001168904,0.1574408,0.8267181,0.07411636,0.08786464,0.07530329,0.05112714,0.05838249,0.05289411,0.02824618,0.0810821,0.01527107,0.08709956,0.019944,0.02357684,0.1405718,0.08510093,0.05060795,0.05045501
7,0.0735105,0.00109603,0.1546132,0.8180692,0.07463403,0.08693898,0.07529531,0.05135264,0.05831099,0.05291963,0.02838057,0.09116755,0.01527555,0.08534206,0.01976174,0.02342429,0.1422626,0.08558844,0.05063128,0.05046193
8,0.07320162,0.001027702,0.1525805,0.8118069,0.07446234,0.08588254,0.07529642,0.0516138,0.05748887,0.05287572,0.02854074,0.1090207,0.01533288,0.08389562,0.01951372,0.02326863,0.1489157,0.08690846,0.05082465,0.05047061
9,0.07306936,0.0009636313,0.1525125,0.7998435,0.07435612,0.08443328,0.07529688,0.05130918,0.05651358,0.05277405,0.02874199,0.1212442,0.0154112,0.08244871,0.01935751,0.02328425,0.1435525,0.08695282,0.05093268,0.05048082
10,0.07294377,0.0009035539,0.1534906,0.8019575,0.07385632,0.08301535,0.07529444,0.05102673,0.05502952,0.05269716,0.02856521,0.1274601,0.01545277,0.080996,0.01918419,0.02320922,0.1502836,0.08679683,0.05175836,0.05048031
11,0.07254288,0.0008472219,0.1542587,0.8017824,0.07309575,0.08205506,0.0752846,0.05068698,0.05388284,0.05261239,0.02848654,0.1496321,0.01553886,0.0795262,0.01922992,0.02320362,0.146278,0.08658385,0.05250712,0.05047833
12,0.07222184,0.0007944022,0.1574841,0.7784382,0.07201824,0.08046848,0.07527074,0.05038723,0.05299964,0.05249419,0.02835848,0.174733,0.01576506,0.07797612,0.01935376,0.02326185,0.1401614,0.08612525,0.05329574,0.05047891
13,0.07155102,0.0007448756,0.1629612,0.7550661,0.07094038,0.07957423,0.07525852,0.05010956,0.05165384,0.05241969,0.02819156,0.1896779,0.01848567,0.07639099,0.01940594,0.02311631,0.1363497,0.08581171,0.05831697,0.05047997
14,0.07077507,0.0006984371,0.1674577,0.7350703,0.06979224,0.07819954,0.07524803,0.04986144,0.05038612,0.05233943,0.02801444,0.1979399,0.02120573,0.07487419,0.01905208,0.02293217,0.1475339,0.08583316,0.07148901,0.05047963
15,0.0701597,0.0006548954,0.1707487,0.7099162,0.06875005,0.07673676,0.07523721,0.04960648,0.04912382,0.05221225,0.02783531,0.2031928,0.02369997,0.07340751,0.01845127,0.02268719,0.1968411,0.08669053,0.1085443,0.05049089
16,0.06949901,0.0006140699,0.1756088,0.692402,0.06775895,0.07529977,0.07523213,0.04939909,0.0478693,0.05211143,0.02768669,0.2095653,0.02527776,0.07210316,0.01799655,0.02248364,0.2469173,0.08743095,0.1641257,0.05050373
17,0.06888872,0.0005757929,0.1821213,0.6829516,0.06683281,0.07394923,0.07522407,0.04918776,0.0466736,0.05201963,0.02756685,0.2162139,0.02632869,0.07093931,0.01752493,0.02230563,0.2938713,0.08852824,0.2162417,0.05052077
