frame,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU18,AU20,AU23,AU24,AU25,AU26,AU27,AU43
0,0.03389652,1.918525e-07,0.0773401,0.06730564,0.05715323,0.05348628,0.07559235,0.04350942,0.0323572,0.07988619,0.02787461,0.0324661,0.01527162,0.05171785,0.00901732,0.02511461,0.0460474,0.08006201,0.05310706,0.05125279
1,0.03393153,1.883684e-07,0.07734174,0.06675948,0.05723121,0.05354729,0.0755793,0.04354338,0.03243733,0.08112369,0.02802062,0.03249168,0.0152628,0.05174924,0.009008185,0.0249973,0.04728717,0.07987509,0.05294704,0.05123431
2,0.0339653,1.873082e-07,0.07734063,0.06591296,0.05732988,0.05383544,0.07556937,0.04356303,0.03243779,0.08355008,0.0281297,0.03268316,0.01525413,0.05178174,0.009048686,0.02501684,0.04912375,0.07971289,0.05278423,0.05123163
3,0.03399685,1.855011e-07,0.07733368,0.06513348,0.05753911,0.0541669,0.07556041,0.04358269,0.03245167,0.08530333,0.02821627,0.03287563,0.01524678,0.05180364,0.009121603,0.02506034,0.05108189,0.07958833,0.05263412,0.05123799
4,0.03402913,1.827615e-07,0.07732631,0.06439318,0.05777389,0.05447476,0.07555167,0.04360178,0.03247618,0.08663303,0.02829799,0.03302658,0.01523991,0.05182676,0.009138582,0.02507078,0.05286708,0.07947499,0.05250003,0.0512382
5,0.03404004,1.810056e-07,0.07731615,0.06359255,0.05789026,0.05462565,0.07554721,0.04361055,0.03253622,0.08733398,0.02832137,0.03312121,0.01523262,0.05183871,0.009119725,0.02505494,0.0543334,0.07936828,0.05237411,0.05122506
6,0.03405233,1.813335e-07,0.07731155,0.06312059,0.05800918,0.05478048,0.07554013,0.04362043,0.03259256,0.08809552,0.02837044,0.03331095,0.01522591,0.05186059,0.009124192,0.02506821,0.05561063,0.07925864,0.05226056,0.05122216
7,0.03408986,0.00166252,0.07736656,0.0624952,0.05823209,0.05491284,0.07553521,0.04362507,0.03264124,0.08875668,0.02842628,0.03343297,0.01522098,0.05187373,0.009115413,0.02516321,0.05617234,0.07916467,0.05216734,0.05122121
8,0.03434153,0.02623411,0.07738812,0.06236006,0.05853371,0.05513431,0.07552271,0.04361581,0.03271873,0.08815414,0.02847238,0.03342552,0.01521849,0.05185998,0.009079001,0.02513717,0.05639415,0.07911729,0.05211815,0.0512188
9,0.0356934,0.08694746,0.07768927,0.0619947,0.05868381,0.05549696,0.07550941,0.04360803,0.03287912,0.08656969,0.02848161,0.03333854,0.01525087,0.05188942,0.009011867,0.02508018,0.0557747,0.07905108,0.05206871,0.05120585
