frame,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU18,AU20,AU23,AU24,AU25,AU26,AU27,AU43
0,0.07376677,1.583248e-07,0.18625,0.62785,0.06894591,0.06073406,0.07550083,0.0498896,0.06272128,0.05212145,0.0286096,0.04727462,0.01527697,0.09232334,0.02059973,0.02369396,0.11009,0.08315505,0.05061879,0.0505679
1,0.07361984,1.555376e-07,0.1810782,0.6281468,0.06956749,0.06100239,0.07548073,0.05011758,0.06289043,0.0521865,0.02858546,0.04852557,0.01526986,0.09509019,0.02061274,0.023685,0.1169222,0.08363522,0.0506095,0.05056363
2,0.07372032,1.538533e-07,0.1757361,0.6344411,0.07005899,0.06162832,0.07545861,0.0500882,0.06222429,0.05223918,0.0285712,0.05000373,0.0152642,0.09753052,0.02056953,0.02368589,0.1244158,0.08410635,0.0505979,0.05056083
3,0.07359114,1.49777e-07,0.1716587,0.6348974,0.07011681,0.06434123,0.07544513,0.04997059,0.06152778,0.05221031,0.02859504,0.0533797,0.01526885,0.09796195,0.02056747,0.02361158,0.1283509,0.08455811,0.05058695,0.05055396
4,0.07316292,1.44271e-07,0.1678312,0.6275142,0.07040162,0.06488843,0.07543344,0.04989178,0.06124059,0.05220739,0.02858107,0.05955726,0.01527059,0.09762851,0.02079404,0.02354172,0.1331442,0.08487445,0.05058641,0.05054641
5,0.07295294,1.389921e-07,0.1635138,0.6163734,0.07063043,0.06578755,0.07542276,0.049865,0.06070244,0.05221751,0.0285601,0.06618887,0.01527256,0.09693022,0.02106767,0.02350257,0.1364647,0.08510555,0.05059487,0.05053995
6,0.0733269,1.344779e-07,0.1596611,0.6094332,0.07108428,0.06642494,0.07541245,0.04983898,0.06002066,0.05226207,0.02854582,0.07427374,0.01527084,0.09629633,0.02092371,0.02354415,0.1366988,0.08526086,0.05059849,0.05053528
7,0.07400601,1.313194e-07,0.1559357,0.6036751,0.07155903,0.0671172,0.07540086,0.04982954,0.05941956,0.05232002,0.02854292,0.07672507,0.01527158,0.09558603,0.02068049,0.02361015,0.1379072,0.08559457,0.05060583,0.05052946
8,0.07439572,1.280675e-07,0.1524466,0.5946741,0.07193644,0.06780104,0.07538968,0.04981212,0.05893189,0.05240244,0.02855158,0.0780175,0.0152723,0.09488081,0.02038003,0.02372417,0.1388177,0.08599593,0.0506097,0.05052202
9,0.07484947,1.246699e-07,0.149335,0.5854418,0.0722475,0.06843287,0.07537939,0.04977899,0.05843151,0.05249106,0.02855593,0.08000845,0.01527234,0.09431691,0.01998638,0.02381069,0.1403803,0.08637784,0.05061137,0.05051193
10,0.07559526,1.204099e-07,0.1462372,0.5729157,0.07250651,0.06886487,0.07536986,0.04968864,0.05803989,0.05254418,0.02853959,0.08045163,0.01527091,0.09342263,0.0196278,0.02387223,0.1425295,0.08688717,0.05060768,0.05050044
11,0.07627127,1.160381e-07,0.1434647,0.5571792,0.07275093,0.0693194,0.07536207,0.0495981,0.05757698,0.05262359,0.02853164,0.08095368,0.01526865,0.09261866,0.01926594,0.02393682,0.1446787,0.08741872,0.0506071,0.05049131
12,0.07672925,1.122872e-07,0.1411133,0.5422691,0.0730987,0.06995383,0.07535431,0.0495445,0.05724187,0.05266375,0.02850955,0.08124515,0.01526726,0.09156983,0.01891573,0.02396286,0.147207,0.08786941,0.05060577,0.05048437
13,0.07676232,1.08509e-07,0.1388273,0.5277032,0.07354037,0.07064176,0.07534818,0.04948152,0.0569919,0.05267735,0.02848575,0.08135754,0.01526652,0.09034328,0.0185929,0.02396496,0.149463,0.08826551,0.05060973,0.05047765
14,0.07624456,1.069696e-07,0.1396773,0.5131121,0.07402951,0.07130688,0.07535626,0.04939117,0.05692922,0.05261474,0.0284469,0.08057097,0.01526579,0.08898886,0.01850974,0.02397048,0.1515253,0.08865016,0.05061501,0.05047388
15,0.0754956,1.052358e-07,0.140816,0.5009875,0.07435083,0.07177632,0.07536222,0.04928614,0.05687557,0.05255349,0.0284028,0.07956974,0.01526374,0.08746586,0.01832516,0.02394296,0.1532246,0.08903905,0.05061015,0.05046583
16,0.07490205,1.037263e-07,0.1414453,0.4916173,0.07459982,0.07199609,0.07536329,0.04919007,0.05683751,0.05249713,0.02835786,0.07854321,0.01526227,0.08590417,0.01810523,0.02392874,0.1550424,0.08953057,0.05060323,0.05045673
17,0.07386453,1.034142e-07,0.142109,0.4882182,0.07472253,0.07191757,0.07535986,0.04907094,0.05667663,0.05244778,0.02833078,0.07747641,0.01525933,0.08429205,0.01798588,0.02392054,0.1561514,0.09008908,0.05059385,0.05044982
18,0.07273788,1.038183e-07,0.1435818,0.4879377,0.07493434,0.07182194,0.07536088,0.04892991,0.05642914,0.05239786,0.02833598,0.07722337,0.01525908,0.08290622,0.01779077,0.02389264,0.1584315,0.09060463,0.0505948,0.05044606
19,0.0720268,1.043134e-07,0.1437556,0.5018847,0.0752444,0.07213797,0.07535586,0.04882036,0.05612236,0.05235685,0.02835998,0.07714222,0.01525857,0.08169845,0.01741685,0.02388574,0.1587319,0.09105559,0.05059696,0.05044212
20,0.0715747,1.062873e-07,0.1424652,0.5107754,0.07554632,0.07246207,0.07534931,0.04872413,0.05590425,0.05229194,0.02839542,0.07715056,0.01525726,0.08054385,0.01691178,0.02387012,0.1599264,0.09140288,0.05059468,0.05043462
21,0.0723617,1.123191e-07,0.1409586,0.5168709,0.07575732,0.07280514,0.07534096,0.04862991,0.05571544,0.0522291,0.02843251,0.07743905,0.01525856,0.07947219,0.01644832,0.02384048,0.1611917,0.09170135,0.0505943,0.05042916
22,0.07366914,1.77846e-06,0.1400602,0.5252917,0.07590556,0.07310636,0.07533164,0.0485548,0.05550889,0.05216714,0.0284671,0.07758442,0.01525986,0.07839193,0.01604428,0.02382316,0.163294,0.09210359,0.05059823,0.05042625
23,0.07443418,1.683137e-06,0.139597,0.5249624,0.07605695,0.07334446,0.07532148,0.0484772,0.05535384,0.0521074,0.02849879,0.07744523,0.01526382,0.07737801,0.01566146,0.02377736,0.166264,0.09241603,0.05060505,0.05042479
24,0.07501037,1.593757e-06,0.1394201,0.5218099,0.07627179,0.0734397,0.07531197,0.0484038,0.05516681,0.05205606,0.0285383,0.07746576,0.01526728,0.07649165,0.01530128,0.02374575,0.1687334,0.09277804,0.05061397,0.05042379
25,0.07597254,1.509601e-06,0.1401127,0.5196351,0.07650958,0.07370415,0.07530283,0.04835955,0.05508366,0.05199702,0.02857945,0.07760362,0.01526952,0.07562368,0.01498091,0.02366094,0.1704091,0.0931848,0.05062525,0.05042297
26,0.07688651,1.430112e-06,0.1405534,0.5182625,0.07666643,0.07398891,0.07529409,0.04831382,0.05503161,0.05193676,0.02862254,0.0777817,0.0152722,0.07479805,0.01468066,0.02358339,0.1720777,0.09356637,0.05063278,0.05042294
27,0.07785434,1.356159e-06,0.14082,0.5178097,0.07681447,0.07422649,0.07528574,0.04828294,0.05497961,0.05188147,0.02867228,0.07800253,0.01527479,0.07403948,0.01439475,0.02351383,0.1736085,0.09392246,0.05064061,0.05042217
28,0.0788523,1.287166e-06,0.1412509,0.5183634,0.07694815,0.07442045,0.07527805,0.04825062,0.05492711,0.05183106,0.02872007,0.07812948,0.0152772,0.07332443,0.01412743,0.02344716,0.1749815,0.09424746,0.05064802,0.05042163
29,0.07977957,1.221429e-06,0.1416187,0.5183488,0.07711692,0.0746813,0.07527055,0.04821689,0.05493644,0.05178077,0.02876494,0.07839642,0.01528022,0.072611,0.01386874,0.02338629,0.1761667,0.09454229,0.05065366,0.05042108
30,0.08069771,1.159791e-06,0.1420483,0.518208,0.07718787,0.07504931,0.07526364,0.04818679,0.05486551,0.05172921,0.02879517,0.07846726,0.01528328,0.07191924,0.01362704,0.02332943,0.1775541,0.09480545,0.05065854,0.05042078
31,0.08147057,1.101183e-06,0.142483,0.5161306,0.07732747,0.07540186,0.07525726,0.04814852,0.05485486,0.05167801,0.02881966,0.07853416,0.01528658,0.07126608,0.01339052,0.02327998,0.1790895,0.09503478,0.05066369,0.0504206
32,0.08229578,1.047042e-06,0.1428276,0.5150669,0.07743727,0.07579979,0.07525115,0.04811416,0.05482472,0.05163032,0.02884025,0.07872149,0.01528976,0.07065454,0.01316362,0.02323224,0.1802206,0.09527194,0.05066736,0.05042017
33,0.08308776,9.961609e-07,0.1431401,0.5140602,0.07753313,0.07613262,0.07524537,0.04807436,0.05479179,0.05158577,0.02885919,0.07891306,0.01529395,0.07008391,0.01294059,0.02318518,0.1810579,0.09542242,0.05066982,0.0504196
34,0.08379964,9.490325e-07,0.1434394,0.5135252,0.07765903,0.07656322,0.07523976,0.04802147,0.05475765,0.05154731,0.02888338,0.07902781,0.01529828,0.06956246,0.01274161,0.02313775,0.181785,0.09558087,0.05067154,0.05042
35,0.08448725,9.766223e-06,0.1434382,0.5125036,0.07782668,0.0769749,0.07523471,0.04797057,0.05478374,0.05152261,0.02890636,0.07909564,0.01530327,0.06907818,0.0125389,0.02307808,0.1831732,0.09570242,0.05067385,0.05042147
36,0.08514679,4.707835e-05,0.1432668,0.512403,0.07800084,0.07734311,0.0752297,0.04792004,0.05479748,0.05150059,0.02892271,0.07917876,0.01530902,0.06863695,0.01234863,0.02301973,0.1845023,0.09581366,0.05067856,0.05042272
37,0.08569182,4.574408e-05,0.1430925,0.5134609,0.07817943,0.07767622,0.07522537,0.04787438,0.0547991,0.05148724,0.02894163,0.07949616,0.01531537,0.06821389,0.01216723,0.0229736,0.1854336,0.09590155,0.05068305,0.05042346
