frame,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
0,0.0,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08199999999999999,0.0,0.0,0.092,0.262,0.0,0.018,0.0,0.0,0.012,0.0,0.012
1,0.04,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096,0.0,0.0,0.094,0.252,0.0,0.032,0.0,0.0,0.006,0.0,0.018
2,0.08,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10400000000000001,0.0,0.0,0.096,0.25,0.0,0.044,0.0,0.0,0.002,0.0,0.014000000000000002
3,0.12,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10200000000000001,0.0,0.0,0.098,0.256,0.0,0.048,0.0,0.0,0.0,0.0,0.004
4,0.16,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092,0.0,0.0,0.10200000000000001,0.258,0.0,0.054000000000000006,0.0,0.0,0.0,0.0,0.004
5,0.2,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094,0.004,0.0,0.1,0.256,0.0,0.046,0.0,0.0,0.002,0.0,0.006
6,0.24,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.076,0.008,0.0,0.094,0.258,0.0,0.03,0.0,0.0,0.057999999999999996,0.03,0.026000000000000002
7,0.28,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.002,0.0,0.08199999999999999,0.008,0.0,0.09,0.22999999999999998,0.0,0.01,0.0,0.0,0.21200000000000002,0.068,0.044
8,0.32,0.98,1,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.014000000000000002,0.02,0.0,0.08199999999999999,0.004,0.0,0.094,0.19,0.0,0.0,0.0,0.0,0.388,0.124,0.06
9,0.36,0.98,1,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.008,0.038,0.0,0.09,0.0,0.0,0.098,0.148,0.0,0.0,0.002,0.0,0.5,0.15,0.046
