frame,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
0,0.0,0.93,1,0.0,0.0,0.0,0.0,0.0,0.10400000000000001,0.026000000000000002,0.16399999999999998,0.03,0.0,0.186,0.0,0.0,0.074,0.23399999999999999,0.014000000000000002,0.0,0.0,0.0,0.06,0.0,0.0
1,0.04,0.98,1,0.0,0.0,0.0,0.0,0.0,0.062,0.041999999999999996,0.134,0.018,0.0,0.18,0.0,0.0,0.092,0.23399999999999999,0.014000000000000002,0.0,0.01,0.012,0.04,0.0,0.0
2,0.08,0.98,1,0.0,0.0,0.0,0.0,0.0,0.054000000000000006,0.054000000000000006,0.11200000000000002,0.02,0.0,0.184,0.0,0.0,0.094,0.24,0.02,0.0,0.01,0.012,0.032,0.0,0.0
3,0.12,0.98,1,0.0,0.0,0.0,0.0,0.0,0.078,0.06,0.11399999999999999,0.022,0.0,0.194,0.0,0.0,0.08399999999999999,0.248,0.018,0.0,0.0,0.0,0.041999999999999996,0.0,0.0
4,0.16,0.93,1,0.0,0.0,0.0,0.0,0.0,0.066,0.05600000000000001,0.118,0.022,0.0,0.2,0.0,0.0,0.088,0.256,0.02,0.002,0.01,0.01,0.034,0.0,0.0
5,0.2,0.98,1,0.0,0.0,0.0,0.0,0.0,0.06999999999999999,0.052000000000000005,0.126,0.012,0.0,0.20800000000000002,0.0,0.0,0.08399999999999999,0.258,0.012,0.002,0.01,0.01,0.034,0.0,0.0
6,0.24,0.98,1,0.0,0.0,0.0,0.0,0.0,0.062,0.046,0.126,0.0,0.002,0.22799999999999998,0.0,0.0,0.08199999999999999,0.26,0.024,0.002,0.01,0.01,0.028000000000000004,0.0,0.0
7,0.28,0.98,1,0.0,0.0,0.0,0.0,0.0,0.06,0.034,0.13799999999999998,0.0,0.026000000000000002,0.272,0.0,0.0,0.06999999999999999,0.258,0.036,0.002,0.0,0.0,0.03,0.0,0.0
8,0.32,0.98,1,0.0,0.0,0.0,0.0,0.0,0.038,0.018,0.152,0.0,0.054000000000000006,0.3,0.006,0.0,0.06999999999999999,0.248,0.048,0.006,0.002,0.0,0.024,0.002,0.0
9,0.36,0.98,1,0.0,0.0,0.0,0.0,0.0,0.014000000000000002,0.0,0.158,0.0,0.078,0.324,0.008,0.0,0.072,0.22799999999999998,0.044,0.014000000000000002,0.002,0.0,0.014000000000000002,0.014000000000000002,0.0
10,0.4,0.98,1,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.152,0.0,0.08,0.32599999999999996,0.012,0.0,0.074,0.21600000000000003,0.034,0.02,0.0,0.0,0.016,0.022,0.006
11,0.44,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.08,0.34199999999999997,0.008,0.0,0.076,0.21400000000000002,0.032,0.03,0.002,0.0,0.016,0.024,0.014000000000000002
12,0.48,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.0,0.08,0.34199999999999997,0.01,0.0,0.076,0.22000000000000003,0.034,0.028000000000000004,0.002,0.0,0.012,0.022,0.016
13,0.52,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156,0.0,0.086,0.35,0.014000000000000002,0.0,0.076,0.22200000000000003,0.034,0.024,0.002,0.0,0.012,0.02,0.012
14,0.56,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148,0.0,0.092,0.33799999999999997,0.012,0.0,0.08,0.238,0.02,0.018,0.0,0.0,0.01,0.016,0.012
15,0.6,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144,0.0,0.09,0.344,0.006,0.0,0.08,0.246,0.014000000000000002,0.018,0.0,0.0,0.012,0.016,0.018
16,0.64,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142,0.0,0.08399999999999999,0.344,0.0,0.0,0.08199999999999999,0.266,0.004,0.018,0.0,0.0,0.012,0.02,0.016
17,0.68,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146,0.0,0.08199999999999999,0.358,0.0,0.0,0.08,0.268,0.006,0.02,0.0,0.0,0.008,0.026000000000000002,0.018
18,0.72,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148,0.0,0.08399999999999999,0.358,0.002,0.0,0.08199999999999999,0.272,0.004,0.022,0.0,0.0,0.008,0.03,0.026000000000000002
19,0.76,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.08399999999999999,0.356,0.006,0.0,0.08199999999999999,0.268,0.004,0.022,0.0,0.0,0.012,0.028000000000000004,0.038
20,0.8,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.0,0.08399999999999999,0.356,0.006,0.0,0.08399999999999999,0.268,0.004,0.014000000000000002,0.0,0.0,0.02,0.024,0.048
21,0.84,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0.0,0.08399999999999999,0.36,0.004,0.0,0.08,0.262,0.008,0.006,0.0,0.0,0.024,0.024,0.038
22,0.88,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.086,0.36,0.0,0.0,0.076,0.262,0.016,0.004,0.0,0.0,0.026000000000000002,0.024,0.03
23,0.92,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16599999999999998,0.0,0.08399999999999999,0.35,0.0,0.0,0.072,0.256,0.024,0.008,0.0,0.0,0.03,0.022,0.022
24,0.96,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16799999999999998,0.0,0.08399999999999999,0.348,0.0,0.0,0.074,0.264,0.026000000000000002,0.012,0.0,0.0,0.03,0.016,0.032
25,1.0,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172,0.0,0.08399999999999999,0.352,0.0,0.0,0.078,0.266,0.028000000000000004,0.01,0.0,0.004,0.038,0.01,0.038
26,1.04,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176,0.0,0.08399999999999999,0.366,0.0,0.0,0.078,0.266,0.026000000000000002,0.01,0.0,0.004,0.04,0.014000000000000002,0.034
27,1.08,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184,0.0,0.086,0.374,0.0,0.0,0.078,0.266,0.026000000000000002,0.006,0.0,0.004,0.044,0.02,0.026000000000000002
28,1.12,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186,0.0,0.086,0.372,0.0,0.0,0.078,0.262,0.022,0.006,0.0,0.0,0.04,0.02,0.022
29,1.16,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186,0.0,0.09,0.372,0.0,0.0,0.076,0.268,0.026000000000000002,0.002,0.0,0.0,0.04,0.018,0.02
30,1.2,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178,0.0,0.088,0.358,0.0,0.0,0.078,0.26,0.036,0.004,0.0,0.002,0.04,0.018,0.016
31,1.24,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184,0.0,0.088,0.354,0.0,0.0,0.076,0.258,0.041999999999999996,0.006,0.0,0.008,0.036,0.022,0.008
32,1.28,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186,0.0,0.09,0.33599999999999997,0.0,0.0,0.078,0.256,0.041999999999999996,0.01,0.0,0.012,0.028000000000000004,0.018,0.008
33,1.32,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196,0.0,0.092,0.32999999999999996,0.0,0.0,0.08,0.26,0.028000000000000004,0.012,0.0,0.014000000000000002,0.02,0.016,0.008
34,1.36,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194,0.0,0.094,0.324,0.0,0.0,0.08199999999999999,0.262,0.026000000000000002,0.016,0.0,0.014000000000000002,0.022,0.014000000000000002,0.018
35,1.4,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196,0.0,0.094,0.34199999999999997,0.0,0.0,0.08399999999999999,0.25,0.032,0.016,0.0,0.012,0.028000000000000004,0.02,0.028000000000000004
36,1.44,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.094,0.362,0.0,0.0,0.08199999999999999,0.242,0.044,0.014000000000000002,0.0,0.01,0.026000000000000002,0.016,0.038
37,1.48,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.0,0.094,0.378,0.0,0.0,0.08199999999999999,0.22999999999999998,0.05,0.008,0.0,0.01,0.028000000000000004,0.01,0.048
38,1.52,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194,0.0,0.092,0.376,0.0,0.0,0.08,0.23399999999999999,0.052000000000000005,0.012,0.0,0.012,0.024,0.006,0.048
39,1.56,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.092,0.374,0.002,0.0,0.078,0.238,0.057999999999999996,0.01,0.0,0.01,0.024,0.006,0.046
40,1.6,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198,0.0,0.09,0.368,0.004,0.0,0.078,0.246,0.06,0.016,0.0,0.012,0.016,0.01,0.036
41,1.64,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.08399999999999999,0.358,0.004,0.0,0.08,0.244,0.057999999999999996,0.01,0.0,0.012,0.014000000000000002,0.016,0.03
42,1.68,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184,0.0,0.072,0.348,0.002,0.0,0.08399999999999999,0.25,0.052000000000000005,0.016,0.0,0.012,0.016,0.014000000000000002,0.016
43,1.72,0.98,1,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.176,0.0,0.054000000000000006,0.324,0.0,0.0,0.08399999999999999,0.256,0.04,0.014000000000000002,0.0,0.008,0.02,0.014000000000000002,0.006
44,1.76,0.93,1,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.16999999999999998,0.0,0.044,0.294,0.0,0.0,0.098,0.264,0.024,0.01,0.0,0.024,0.012,0.006,0.0
45,1.8,0.98,1,0.0,0.0,0.0,0.0,0.0,0.028000000000000004,0.008,0.162,0.0,0.026000000000000002,0.25,0.0,0.0,0.1,0.254,0.012,0.006,0.0,0.024,0.006,0.004,0.0
46,1.84,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.158,0.0,0.014000000000000002,0.236,0.0,0.0,0.10200000000000001,0.254,0.012,0.004,0.0,0.024,0.01,0.0,0.0
47,1.88,0.98,1,0.0,0.0,0.0,0.0,0.0,0.054000000000000006,0.024,0.152,0.0,0.002,0.23199999999999998,0.0,0.0,0.092,0.25,0.014000000000000002,0.01,0.0,0.002,0.024,0.0,0.0
