frame,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
0,0.0,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.022,0.0,0.0,0.08,0.0,0.0,0.06999999999999999,0.22999999999999998,0.0,0.064,0.0,0.004,0.01,0.16599999999999998,0.078
1,0.04,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.01,0.0,0.0,0.074,0.0,0.0,0.072,0.23199999999999998,0.0,0.054000000000000006,0.0,0.016,0.01,0.162,0.057999999999999996
2,0.08,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.004,0.0,0.0,0.068,0.002,0.0,0.074,0.236,0.0,0.048,0.0,0.022,0.01,0.16,0.044
3,0.12,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.068,0.002,0.0,0.072,0.236,0.0,0.044,0.0,0.018,0.008,0.152,0.044
4,0.16,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.06999999999999999,0.002,0.0,0.068,0.23399999999999999,0.0,0.041999999999999996,0.0,0.016,0.004,0.146,0.046
5,0.2,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.078,0.002,0.0,0.06,0.22799999999999998,0.0,0.041999999999999996,0.0,0.008,0.0,0.148,0.05
6,0.24,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.028000000000000004,0.0,0.0,0.0,0.08399999999999999,0.0,0.0,0.048,0.22000000000000003,0.0,0.074,0.0,0.004,0.0,0.134,0.036
7,0.28,0.98,1,0.0,0.0,0.0,0.0,0.0,0.006,0.028000000000000004,0.0,0.0,0.0,0.068,0.0,0.0,0.038,0.188,0.018,0.10200000000000001,0.0,0.0,0.01,0.096,0.026000000000000002
8,0.32,0.93,1,0.0,0.0,0.0,0.0,0.0,0.012,0.014000000000000002,0.004,0.002,0.0,0.048,0.0,0.0,0.03,0.16799999999999998,0.032,0.128,0.0,0.0,0.03,0.062,0.008
9,0.36,0.98,1,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.016,0.004,0.008,0.0,0.016,0.0,0.0,0.028000000000000004,0.118,0.05600000000000001,0.11399999999999999,0.002,0.0,0.06999999999999999,0.054000000000000006,0.006
10,0.4,0.93,1,0.0,0.0,0.0,0.0,0.0,0.022,0.01,0.004,0.01,0.0,0.008,0.0,0.0,0.034,0.11000000000000001,0.068,0.10600000000000001,0.012,0.0,0.072,0.06,0.0
11,0.44,0.93,1,0.0,0.0,0.0,0.0,0.0,0.028000000000000004,0.006,0.0,0.008,0.0,0.0,0.0,0.0,0.032,0.08199999999999999,0.08399999999999999,0.094,0.02,0.002,0.068,0.057999999999999996,0.0
12,0.48,0.93,1,0.0,0.0,0.0,0.0,0.0,0.022,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.038,0.096,0.088,0.096,0.024,0.01,0.05,0.057999999999999996,0.0
13,0.52,0.93,1,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.08399999999999999,0.09,0.086,0.028000000000000004,0.016,0.074,0.06999999999999999,0.0
14,0.56,0.98,1,0.0,0.0,0.0,0.0,0.0,0.022,0.014000000000000002,0.0,0.02,0.0,0.0,0.0,0.0,0.038,0.1,0.086,0.08399999999999999,0.036,0.012,0.096,0.06999999999999999,0.0
15,0.6,0.88,1,0.0,0.0,0.0,0.0,0.0,0.018,0.012,0.0,0.026000000000000002,0.0,0.0,0.0,0.0,0.038,0.10200000000000001,0.078,0.08399999999999999,0.038,0.006,0.11000000000000001,0.054000000000000006,0.0
16,0.64,0.98,1,0.0,0.0,0.0,0.0,0.0,0.016,0.01,0.0,0.036,0.0,0.0,0.0,0.0,0.032,0.10200000000000001,0.066,0.092,0.026000000000000002,0.0,0.11000000000000001,0.032,0.0
17,0.68,0.98,1,0.0,0.0,0.0,0.0,0.0,0.016,0.006,0.0,0.026000000000000002,0.0,0.0,0.0,0.0,0.032,0.09,0.054000000000000006,0.098,0.01,0.0,0.11000000000000001,0.022,0.0
18,0.72,0.98,1,0.0,0.0,0.0,0.0,0.0,0.012,0.006,0.0,0.022,0.0,0.0,0.0,0.0,0.032,0.08399999999999999,0.041999999999999996,0.098,0.004,0.0,0.11000000000000001,0.016,0.0
19,0.76,0.98,1,0.0,0.0,0.0,0.0,0.0,0.004,0.002,0.0,0.028000000000000004,0.0,0.0,0.0,0.0,0.034,0.08399999999999999,0.028000000000000004,0.098,0.006,0.0,0.10600000000000001,0.016,0.0
20,0.8,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.036,0.08399999999999999,0.014000000000000002,0.096,0.012,0.0,0.10200000000000001,0.016,0.0
21,0.84,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.036,0.086,0.014000000000000002,0.1,0.012,0.0,0.098,0.012,0.0
