frame,Timestamp,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU18,AU20,AU23,AU24,AU25,AU26,AU28,AU43
0.0,160,0.0856703053772929,0.09633855229714475,0.1146042356780953,0.056398012525648876,0.03438633262037385,0.22592172852432704,0.0011589079613456138,0.00533397501872057,0.0013689565029820364,0.05153695735170745,0.04236806869252351,0.05193501887722109,0.1560343584185644,0.03666713517036481,0.10462896485940937,0.04968928706949141,0.0008952036503242666,0.006577762469870672,0.003533293725592337,0.019562954588361072
1.0,200,0.08927550283541232,0.09718460448171364,0.11929010969558994,0.05600363940672266,0.03483192105711552,0.2272030193582218,0.0011788231815572667,0.005336238603185768,0.0014027561852658454,0.05333505646918257,0.04216538592201465,0.05326480684028239,0.15407009244269054,0.03659496093252807,0.10357069290483643,0.0501416376180507,0.0008884372138005873,0.006588845734001793,0.0039058657499274584,0.02088888151799094
2.0,240,0.08705969609542016,0.09420952699218436,0.121586632220305,0.054366780025364214,0.033989009381521385,0.22625374605783424,0.001216080944667812,0.005080510237907152,0.0013702825262929632,0.05399315823832322,0.04007799862048494,0.05217235770020824,0.1546187463705584,0.03698132226355072,0.10284946615057172,0.04942302416697447,0.0008937181105875984,0.006646200687879199,0.004306099309390271,0.020590635905880554
3.0,280,0.08703986692924882,0.09473501384287927,0.12109341266993419,0.05442657442687744,0.03374412021268412,0.22192487775493547,0.0012087815463628182,0.005241765372160037,0.001378388813293144,0.05396873999986005,0.04056693567303447,0.05296971125585656,0.15752465558599635,0.03745191967041921,0.10370938598953693,0.0501303566162488,0.0009124491941288515,0.00671387792325421,0.004295726895094327,0.020718077608660495
4.0,320,0.08743205868486413,0.09511047515562357,0.12174384092425641,0.055033246232943075,0.03483707063116399,0.2263965673036063,0.001223408268031435,0.005260128973263864,0.0013941880392886658,0.0534229081726701,0.040393301447790096,0.05196297553069975,0.15848419533538055,0.03736590716209415,0.10307654661460358,0.049374649344582314,0.0009208169253805174,0.00661656475837868,0.004142889229014914,0.0204191614440709
5.0,360,0.0910635468427287,0.09046254984954105,0.12055008110611237,0.04211801899548308,0.02555219896711233,0.17488940219871063,0.0008928038760083139,0.004852723548211384,0.001687647068772219,0.07079143746984376,0.04166067188369869,0.04893528710047871,0.10129859594412197,0.05007546306827265,0.09411142909554049,0.039238059692831784,0.0010910437276304696,0.007598473423797489,0.016052444893211493,0.025529620357376326
6.0,400,0.08927876124080852,0.08712200239657782,0.12313172486220751,0.04777656437147965,0.026935778304731203,0.15716133923024073,0.0010299641882192188,0.006600145514459629,0.002609869324914359,0.09262226636051092,0.0390702011557657,0.05425524962092314,0.0998778516524449,0.06165207490245527,0.1058882935011015,0.04234220529592794,0.0015090307641461857,0.00946008174833478,0.03166337860003965,0.028893113665041666
7.0,440,0.08988821997209567,0.08935802261119008,0.12499515686158837,0.05204438487601746,0.029090582616656712,0.16156881463319578,0.0009871390276728058,0.00705845387069152,0.003631674407638837,0.11016693809362159,0.03402940862852417,0.051328663871679184,0.09384042780622487,0.06763220146535878,0.10142483390634789,0.04367237783057202,0.001848495763704234,0.010732610815346549,0.05704394945804863,0.03176072868512878
8.0,480,0.06828611523076378,0.08524404456312767,0.10287027459480498,0.10645608150868144,0.06518745019230358,0.24764320122790248,0.002325726796316847,0.008755344236292288,0.009590047952459718,0.2115880731137075,0.021318869871682456,0.1298342519772565,0.1754008761621033,0.037793444086628485,0.16211436970735746,0.15308730134001178,0.001731732310553721,0.01769496402366284,0.036160596540021614,0.030468275049849076
9.0,520,0.07985535678668525,0.09213301781650345,0.11936898937337004,0.1073018268700341,0.052237155424241094,0.20012652618683913,0.0031788675394218992,0.010801080508626373,0.0060940663286620225,0.17369410685426476,0.03275124756489952,0.15765664157620618,0.20832225632536333,0.038990855158493584,0.16559744094560658,0.1407060430591402,0.001401151423211916,0.013115413038227426,0.03358841826964782,0.029527666542878493
10.0,560,0.10279577149842198,0.0997126111846907,0.13795074866660048,0.08116395021003783,0.03170021962713016,0.14255164994509037,0.0021162397785359326,0.010305608296063402,0.005829890315018794,0.19691646207710817,0.0656910056675796,0.17369162492259232,0.23321213630100593,0.066096813951947,0.14876644709694126,0.14205287132397879,0.0011602349640772568,0.01205525598972275,0.09639539280356661,0.04311484287411427
11.0,600,0.06588800199006568,0.07676886345585454,0.12514464941276976,0.07425959821155363,0.03759614048258796,0.1705435812498211,0.003453168503940496,0.012061482039373442,0.0037092131098232944,0.12586482792472498,0.05126709492402595,0.14268745135490024,0.24333892067708715,0.05585509666334123,0.15730419331207907,0.10912083313703999,0.0016279341329161177,0.012962044588751966,0.05195847284589359,0.033998581980772435
