frame,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
0,0.0,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041999999999999996,0.0,0.11399999999999999,0.0,0.014000000000000002,0.012,0.08199999999999999,0.09,0.04,0.0,0.0,0.0,0.096,0.0
1,0.04,0.98,1,0.0,0.0,0.0,0.0,0.0,0.022,0.004,0.0,0.014000000000000002,0.0,0.11200000000000002,0.0,0.016,0.018,0.08399999999999999,0.10600000000000001,0.026000000000000002,0.0,0.0,0.024,0.11399999999999999,0.018
2,0.08,0.98,1,0.0,0.0,0.0,0.0,0.0,0.044,0.01,0.0,0.01,0.0,0.09,0.006,0.026000000000000002,0.022,0.078,0.124,0.012,0.0,0.0,0.03,0.11399999999999999,0.024
3,0.12,0.98,1,0.0,0.0,0.0,0.0,0.0,0.05600000000000001,0.018,0.0,0.032,0.0,0.05600000000000001,0.008,0.03,0.024,0.076,0.12,0.006,0.0,0.0,0.026000000000000002,0.11200000000000002,0.018
4,0.16,0.98,1,0.0,0.0,0.0,0.0,0.0,0.064,0.014000000000000002,0.0,0.04,0.0,0.05,0.01,0.03,0.03,0.057999999999999996,0.11200000000000002,0.0,0.0,0.0,0.018,0.094,0.006
5,0.2,0.98,1,0.0,0.0,0.0,0.0,0.0,0.06,0.008,0.0,0.046,0.0,0.064,0.006,0.016,0.03,0.057999999999999996,0.092,0.0,0.0,0.0,0.016,0.098,0.002
6,0.24,0.98,1,0.0,0.0,0.0,0.0,0.0,0.054000000000000006,0.0,0.0,0.028000000000000004,0.0,0.08,0.006,0.012,0.036,0.044,0.076,0.0,0.0,0.0,0.022,0.094,0.002
7,0.28,0.98,1,0.0,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.02,0.0,0.09,0.006,0.004,0.04,0.05,0.06,0.0,0.0,0.0,0.02,0.098,0.002
8,0.32,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.006,0.0,0.08,0.01,0.004,0.054000000000000006,0.06999999999999999,0.041999999999999996,0.016,0.0,0.0,0.022,0.1,0.01
9,0.36,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.08,0.012,0.0,0.066,0.10400000000000001,0.038,0.028000000000000004,0.0,0.0,0.018,0.10800000000000001,0.028000000000000004
