frame,Timestamp,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU18,AU20,AU23,AU24,AU25,AU26,AU28,AU43
0.0,40,0.8973767036412842,0.9424892493102909,0.3222187508270131,0.9123692497543666,0.07310899380995876,0.24190263329903872,0.001196234737455107,0.06233827700127992,0.054416248938628925,0.15675561407306,0.03829444059604162,0.058198473763105364,0.01707534312009651,0.522352066966277,0.00902395280982132,0.058760199249026195,0.04082504098012708,0.031673100605665847,0.14018424373891267,0.9738105247166501
1.0,80,0.9049890289122269,0.9331711218623271,0.2529040495401298,0.8611789780423177,0.08819176705159411,0.2555224975201774,0.00043538218720306154,0.03174939424716664,0.040032688701043664,0.09732569348109443,0.038036671638408966,0.037625330890042906,0.018715282384426376,0.34337314484627984,0.005632632197873385,0.04602840829093542,0.020450309759390873,0.02222780702297246,0.08271523782369862,0.9844312389819515
2.0,120,0.9066367971833241,0.9481666837612486,0.32161044250937326,0.9096538972998981,0.06251635145753333,0.23417684557790533,0.0009717937238892567,0.05268189909293518,0.044660638944896136,0.12894989374097757,0.04073005444029782,0.05596657406278035,0.019303678510538273,0.48236534019612737,0.008900199569380632,0.04825372920563465,0.03953749854510408,0.03440011584296225,0.1030433962260636,0.9738993886210288
3.0,160,0.9100117129380536,0.9410001013094944,0.26685662230068746,0.8863823821724364,0.07152917207750106,0.24721411548911618,0.0004696053045297219,0.029353297181505325,0.03416689547919965,0.09306836784742997,0.03509914949731751,0.03743693140409805,0.0254647869252643,0.2786260452958126,0.005534469443332025,0.04695584588906388,0.020187988987847977,0.02547702382226555,0.07804965316669908,0.9838853917079964
4.0,200,0.9190059149119977,0.9550192662722723,0.2882325860973954,0.9092988757006709,0.06359892314901905,0.2371607807902192,0.0005839777078020034,0.03216706892397387,0.037486162023768206,0.11035080197152497,0.04128909021906086,0.0449186105145952,0.024616213997306385,0.2980669828011325,0.006321811445161541,0.04774780112904703,0.02268561258813704,0.027527144425687045,0.08639511550700466,0.9745928727953738
5.0,240,0.9201038720145165,0.9526533714226538,0.28626122506042984,0.9026695919659034,0.06229283833857512,0.23549629565297384,0.0005825386246132037,0.030700019451570262,0.03628033347739227,0.10930455518402558,0.041556084317602486,0.0461227649959301,0.027854482156760896,0.29053909320571086,0.006638105110026147,0.04939718773874053,0.021553923680378218,0.026294989599152874,0.08334977388734276,0.9747652520885212
6.0,280,0.920184286622188,0.9609089251462529,0.3094474158358474,0.9094976479460868,0.05596963416199415,0.23281093196861968,0.0006648592420268779,0.027478447574021788,0.035137190772108785,0.10038745315358628,0.038646419222496495,0.041888610855628665,0.02305752825821018,0.25497956586632603,0.005999999343652296,0.04601663415952332,0.02629423059552229,0.029949081463256453,0.09074602618525822,0.9740172762254874
7.0,320,0.8068440670560852,0.895907176995574,0.3873664280829346,0.7936551651354212,0.0698569779901082,0.2139442829120633,0.0026088991972936892,0.07606333882061539,0.05368273715608156,0.09897400476673535,0.05550689127679921,0.05982522823070563,0.04451015559275794,0.544254427337352,0.01796377477046386,0.06150563791167876,0.06044878920106709,0.054739414587309715,0.09038312813040451,0.9709181689838728
8.0,360,0.7771066650518534,0.8858637570509545,0.41257168859781257,0.8181089311269145,0.08526510846542484,0.219757484805618,0.0029624466006501105,0.09488851367508586,0.05746626607068675,0.10383333870228902,0.055093559457076655,0.06306132489898532,0.031239287493742964,0.585988914850521,0.01701315460350049,0.056940138591501675,0.06188317624342611,0.055140647835370885,0.09483969045638992,0.9648286033175579
9.0,400,0.8930468556992297,0.9463985280130078,0.3646508888390627,0.9275341579991038,0.07784544835690672,0.2372895717634556,0.001868154606271606,0.08344707129646828,0.056190011457953715,0.11796696124843242,0.04640420771998134,0.07308665771984944,0.024858530894253335,0.587375922553648,0.01254838057964422,0.05074310187427239,0.06813780425095671,0.055910983091628064,0.0910348899149381,0.9619339401086019
