frame,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
0,0.0,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16599999999999998,0.0,0.0,0.012,0.068,0.0,0.002,0.0,0.04,0.0,0.0,0.046
1,0.04,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0.0,0.004,0.016,0.092,0.0,0.002,0.0,0.024,0.01,0.002,0.062
2,0.08,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144,0.0,0.006,0.018,0.088,0.0,0.002,0.0,0.012,0.014000000000000002,0.002,0.06999999999999999
3,0.12,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132,0.0,0.014000000000000002,0.014000000000000002,0.068,0.0,0.0,0.0,0.0,0.022,0.006,0.062
4,0.16,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.118,0.0,0.012,0.012,0.057999999999999996,0.0,0.0,0.0,0.0,0.022,0.004,0.064
5,0.2,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.11599999999999999,0.0,0.02,0.012,0.06,0.0,0.0,0.006,0.0,0.028000000000000004,0.01,0.062
6,0.24,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.122,0.0,0.032,0.016,0.062,0.0,0.006,0.008,0.0,0.018,0.01,0.05600000000000001
7,0.28,0.98,1,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.004,0.0,0.126,0.0,0.046,0.01,0.062,0.0,0.006,0.02,0.0,0.03,0.016,0.034
8,0.32,0.98,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.004,0.0,0.13799999999999998,0.0,0.05600000000000001,0.006,0.078,0.0,0.014000000000000002,0.026000000000000002,0.0,0.024,0.016,0.014000000000000002
9,0.36,0.98,1,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.004,0.0,0.144,0.0,0.062,0.006,0.06999999999999999,0.0,0.012,0.038,0.0,0.041999999999999996,0.018,0.0
10,0.4,0.98,1,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.146,0.0,0.074,0.01,0.086,0.0,0.016,0.044,0.0,0.026000000000000002,0.012,0.002
11,0.44,0.98,1,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.13799999999999998,0.0,0.08,0.012,0.078,0.008,0.012,0.041999999999999996,0.0,0.046,0.012,0.002
12,0.48,0.98,1,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.142,0.0,0.08199999999999999,0.008,0.098,0.01,0.022,0.028000000000000004,0.0,0.036,0.006,0.002
13,0.52,0.98,1,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.172,0.0,0.092,0.006,0.08,0.01,0.02,0.014000000000000002,0.0,0.052000000000000005,0.01,0.0
14,0.56,0.98,1,0.0,0.0,0.0,0.0,0.0,0.01,0.004,0.0,0.002,0.0,0.202,0.0,0.098,0.006,0.068,0.014000000000000002,0.016,0.006,0.0,0.038,0.004,0.0
15,0.6,0.98,1,0.0,0.0,0.0,0.0,0.0,0.018,0.004,0.0,0.002,0.0,0.21400000000000002,0.0,0.10800000000000001,0.008,0.057999999999999996,0.012,0.002,0.014000000000000002,0.0,0.036,0.004,0.0
16,0.64,0.98,1,0.0,0.0,0.0,0.0,0.0,0.018,0.006,0.0,0.002,0.0,0.22000000000000003,0.0,0.11000000000000001,0.006,0.06999999999999999,0.018,0.0,0.02,0.0,0.04,0.0,0.0
17,0.68,0.98,1,0.0,0.0,0.0,0.0,0.0,0.028000000000000004,0.0,0.0,0.0,0.0,0.21800000000000003,0.004,0.11000000000000001,0.008,0.08399999999999999,0.008,0.002,0.03,0.0,0.044,0.012,0.0
18,0.72,0.98,1,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.21800000000000003,0.006,0.1,0.01,0.092,0.008,0.008,0.022,0.0,0.057999999999999996,0.016,0.004
19,0.76,0.98,1,0.0,0.0,0.0,0.0,0.0,0.022,0.01,0.0,0.004,0.0,0.21000000000000002,0.018,0.094,0.008,0.10800000000000001,0.006,0.008,0.014000000000000002,0.0,0.048,0.016,0.004
20,0.8,0.98,1,0.0,0.0,0.0,0.0,0.0,0.014000000000000002,0.01,0.0,0.004,0.0,0.20800000000000002,0.016,0.086,0.01,0.10800000000000001,0.006,0.01,0.002,0.0,0.036,0.012,0.008
21,0.84,0.98,1,0.0,0.0,0.0,0.0,0.0,0.008,0.01,0.0,0.01,0.0,0.21800000000000003,0.024,0.094,0.008,0.11200000000000002,0.01,0.004,0.002,0.0,0.026000000000000002,0.01,0.002
22,0.88,0.98,1,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.006,0.0,0.21400000000000002,0.012,0.09,0.006,0.11000000000000001,0.006,0.012,0.01,0.0,0.01,0.016,0.002
23,0.92,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.22799999999999998,0.02,0.098,0.01,0.11599999999999999,0.012,0.01,0.008,0.0,0.01,0.008,0.002
24,0.96,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.22799999999999998,0.016,0.098,0.016,0.12,0.008,0.016,0.008,0.0,0.028000000000000004,0.02,0.002
25,1.0,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.252,0.016,0.092,0.018,0.11399999999999999,0.008,0.01,0.0,0.0,0.028000000000000004,0.014000000000000002,0.002
