frame,Timestamp,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU18,AU20,AU23,AU24,AU25,AU26,AU28,AU43
0.0,160,0.043138664216411306,0.08226898464900324,0.16254238824530895,0.06690819493569472,0.04514703672517186,0.3425558293815315,0.0022848449669113,0.0042611560390069,0.0006338360462217702,0.019472542641528628,0.009254222006972764,0.04511862259911876,0.20159225357186925,0.008421293999001217,0.08473862604539288,0.02793801440226751,0.0007361565718889767,0.003047356986283273,0.0007933136068018169,0.011498611209802181
1.0,200,0.04354110784379796,0.08212835629383618,0.16291978253007308,0.06309516432634169,0.04439956113866931,0.3416708796601162,0.0021660375251408757,0.004055929186091224,0.0006105358587914708,0.01913774436527,0.009242225155354802,0.045634007615068535,0.19998626532497207,0.008457650802354397,0.08352177720184471,0.02746059178580394,0.0007530760791246579,0.00314042151713183,0.0008703509010899319,0.011855101257153047
2.0,240,0.043267412252411014,0.08190247691684936,0.16171592957564543,0.06323916278136876,0.044118472549728345,0.33743195975470225,0.0021399166121094902,0.004096973756470749,0.0006126877818817218,0.019167621243542647,0.009481933789475929,0.04592146189010562,0.19803098627816043,0.008516241131791377,0.08325553354409176,0.027713939095333397,0.0007489759854842541,0.0031356027823665846,0.0008558256521719033,0.011505090041673684
3.0,280,0.04473742310051301,0.0837649439585223,0.16738729560802984,0.0660006895983352,0.044458003012757555,0.33518031805902376,0.002266965351425921,0.0043384476263008745,0.0005996636070080135,0.019318847369692995,0.009818033987064776,0.04630980023552195,0.19832319961167125,0.008808646725877224,0.08257888521219728,0.027509786609985785,0.0007807489880891274,0.0032120335053968255,0.0008926623659234601,0.011908442812141155
4.0,320,0.04431883051290865,0.08273827480843421,0.16563874819982138,0.06557753135359064,0.046416379928396416,0.3415276230788829,0.002269374274580654,0.004355095635349701,0.0006376101489608892,0.01919129113062794,0.009444004059628539,0.0441003484275993,0.19606543230543652,0.00899643390436741,0.08303078426205868,0.02649240420645329,0.0008146579945102162,0.00323387246776573,0.0008492149863440321,0.011888411998605243
5.0,360,0.04358803414913241,0.08522651631591781,0.15141616264132493,0.06680898985084308,0.03958682095671199,0.30957145679497516,0.002287720136432527,0.004145766693717798,0.0005041721770717239,0.018412116460875903,0.009248319741998235,0.048303004777890346,0.1936652262966962,0.008298192776243052,0.07883410072800234,0.025401119524041484,0.0008971565507187208,0.0034799122658390634,0.0010100410655474905,0.013164778643860411
6.0,400,0.04656320753591667,0.0971314528103464,0.13992753612664924,0.08601913466178697,0.04231425462726506,0.32592904829998565,0.002132088544946266,0.005632463087500183,0.0006202268056968791,0.02024479476283045,0.01064446140419875,0.05494720456158731,0.1965329752920717,0.009769065782118324,0.08848582119764234,0.02645206122474426,0.0008263973065637083,0.00357430057614754,0.0008204911458590701,0.010790173157007265
7.0,440,0.06095764530334693,0.12442365405163097,0.11636996493323475,0.09907327252402555,0.04140739241551157,0.2962467667754238,0.001577420889802225,0.0049826206935109675,0.0005335014971857109,0.020504293176111073,0.014454289157718212,0.05633393408589484,0.13897442180284658,0.008983912826758936,0.07838347628526812,0.026342209162820134,0.0005081272380014069,0.002809462401644474,0.00046905367288980045,0.011810658414485954
8.0,480,0.12675264606908385,0.25750111977848206,0.10421884636315669,0.0878042118272324,0.0361798881314491,0.23554087404920565,0.0008762618400917246,0.003768377465272745,0.0005591825595645741,0.021696789328072688,0.014697141720749403,0.043304765103418415,0.0785941998629573,0.01238041767415489,0.047623375277955425,0.017468727365214244,0.0005115718361232104,0.0030306809064003597,0.0010851478299752062,0.023374630723689043
9.0,520,0.21093867816285117,0.3790337905939597,0.08606871760638435,0.11279954634447338,0.05015473862296261,0.2813384790797654,0.0008488391645447582,0.003778832733693054,0.0007708567676988937,0.024643309149479254,0.02647556790602761,0.04553516276809128,0.08034187174367266,0.015655644651484803,0.0659155275690651,0.023701113547844384,0.0004991021125159166,0.0038436829084761395,0.0007243789241424552,0.024860553725602978
10.0,560,0.4433009613765184,0.6651353609535403,0.05350806042433246,0.11081656048543338,0.06723864464930965,0.2977068239148664,0.0005329026255110572,0.0054065431598000315,0.000995635552284375,0.023957251713600906,0.026792520295111796,0.06351331873633628,0.058026745774456344,0.013131684280734393,0.05372907902921727,0.016869388819111403,0.0010518257858468886,0.0067645894437265,0.0012170281563147933,0.03800125387683172
11.0,600,0.6857555714438988,0.8603842962934021,0.055899219257155575,0.17097406121700529,0.0731918093307116,0.3086211289699367,0.00021519873683789975,0.00546399000102701,0.0012406895402696674,0.02570143126432295,0.02985968919977607,0.06824491199611095,0.04978249796527826,0.009074584742757222,0.044971195469042734,0.018650720805632907,0.001184013408312873,0.0066248979734515896,0.0006794236749915515,0.04098442752004002
12.0,640,0.7378131235228943,0.8857265001246478,0.07102759286154454,0.18916068502008374,0.09448640304943039,0.2957366295586438,0.00016794756943193075,0.00572021091642495,0.001512747694056827,0.033493007441875784,0.03478918393767491,0.0724464353243612,0.03175216208831942,0.008873658183072433,0.045624755769136216,0.018810562617414914,0.0010991917943407425,0.006396847164204672,0.0006283395946143014,0.04351777131810792
13.0,680,0.8667679126387333,0.9388519271568093,0.10006672935026074,0.2672437927483399,0.11945130650088259,0.3394771432116122,8.596690151118464e-05,0.0048474586253653825,0.0018155974250966284,0.040459628096190754,0.05746865977245202,0.07390915622915699,0.026076975558302906,0.008745744389567663,0.04472861426101327,0.027453665164162314,0.0006112363406308455,0.0038432835508744735,0.0002775972944533024,0.03269921052688126
14.0,720,0.9080889784131376,0.9603273372350009,0.12498742658286371,0.292557380458998,0.12211925786169386,0.29520717035661015,9.337673016319459e-05,0.0057402723268791325,0.00167454941837515,0.03652984951705322,0.052972616689510726,0.0775090134354522,0.02389907950653566,0.007169194727037212,0.036322402578168024,0.020554309901846958,0.0011466424220971578,0.006556666941301277,0.0005241107496829745,0.03870438597147365
15.0,760,0.9115029092762303,0.9443705195802207,0.1723753429146508,0.26810548102022375,0.1513198858759699,0.3559620124552343,0.00010179100472801297,0.00505951957624248,0.002009912495075997,0.03679683166724926,0.058883562388842896,0.05653000559029278,0.025213521945595944,0.012358912682154501,0.03446047097818238,0.02635388431290896,0.0010267760508485618,0.0045260834386171254,0.0003702707877687308,0.04686201412714728
16.0,800,0.9463633858834221,0.9689986898550426,0.17594498498419953,0.3295901565184565,0.1515152598084323,0.37175033607219854,6.991030996708326e-05,0.005077461507149583,0.0019229350052990938,0.03416793716710333,0.06090324068825407,0.057236713600320836,0.02663654234908514,0.009154872148446572,0.03251283487038438,0.025878546822774712,0.001117083037297317,0.004955704663696871,0.00033670123144267277,0.03125935509754863
17.0,840,0.9582615703615005,0.9778910161557325,0.14700135807854045,0.3644485092822211,0.14398567208296745,0.3610574683116386,5.1487457108859075e-05,0.005138426963758994,0.0019506017782348884,0.03210195616297841,0.052297308281049,0.05776726617710698,0.022376352198356625,0.007487382681747762,0.030793330348135597,0.0210757031754343,0.00130127812920638,0.0053268031194428685,0.00036345927432783926,0.03802004302831001
18.0,880,0.9601369468891026,0.9775693917824333,0.1716145394425334,0.3545208818962204,0.15534294638219553,0.3722348456639516,5.702445017530387e-05,0.005076044564420057,0.0019052171031178863,0.030944407512244084,0.05662148553990153,0.054683496231100755,0.02340281349277247,0.0079575382964748,0.028621809213370993,0.022740985339442348,0.0013263455145661102,0.005233619173777855,0.0003818558728097693,0.03813128413552507
19.0,920,0.9621055199830649,0.9797852587002488,0.18167199254769087,0.34221679088711054,0.1275046988196159,0.3090999599046688,4.2235612125631526e-05,0.004084317455307025,0.00125029444503912,0.025908504646117828,0.04816881046235656,0.054470792907661374,0.01763681678386215,0.005845061776943256,0.023681108166477637,0.018214280296566063,0.0013710865731853198,0.005951223330549009,0.0004052034252070577,0.041439327314828266
20.0,960,0.972671329681496,0.98709000964393,0.22465811348037965,0.35695466694604877,0.12191252240965754,0.28595117529997865,3.6795176072549094e-05,0.0036562140960726647,0.0012708935383725043,0.024802049640037793,0.056491851937516824,0.04969416080782192,0.01553113698694533,0.005748935852156065,0.018379061504381126,0.020106658174973705,0.0013987178116505739,0.0059449683713824085,0.0005045853703660631,0.027019821438018815
21.0,1000,0.9752842574204701,0.9884782563094235,0.22314340196874036,0.3311903909855984,0.09202578397127358,0.20713574160794773,2.112118897732418e-05,0.003048109273401003,0.0008933088921905941,0.022569211974671433,0.05535793809626553,0.046884222605157996,0.009568937654977405,0.0069066072199156165,0.016709760823473776,0.01812626314866465,0.0015064736467938196,0.005235866128226563,0.000498906341102745,0.025184515418539697
22.0,1040,0.9759802492664077,0.9896705031069276,0.2323493962437161,0.30777659083623293,0.09937525575239188,0.21200898254188857,2.0966042808196097e-05,0.0030000812965552395,0.0009696263968056943,0.022071739868301972,0.05831807755980665,0.043080135833693065,0.007697706278690366,0.007003832759227976,0.014286484240408532,0.018788760057862328,0.0013724364764950677,0.004736110274982044,0.0005954121985865447,0.020427514014483585
23.0,1080,0.9845017074802025,0.9930634538767618,0.18966421953763718,0.401731895319083,0.10376879956016777,0.23890337194002498,2.2295432972640873e-05,0.0041304890964728586,0.0010536992411374405,0.02166018943921939,0.058052602208813434,0.05826339748261852,0.013172904514818182,0.004559683039301771,0.017235868117129564,0.01700375125933494,0.001694257408869622,0.0055163669720870775,0.000348528263574168,0.03032539792088999
24.0,1120,0.979655095453872,0.9892312024319542,0.17510226764869255,0.41311138837445505,0.13461453850618563,0.33790648311422816,3.2568338926721294e-05,0.0042982072369688925,0.001530443600201335,0.025829083410835122,0.05160374928953577,0.05807001599607199,0.02440476951064432,0.004762362295213372,0.024288495182654843,0.021239021043236474,0.001499065684147033,0.005583898694424566,0.00039198315321632433,0.040146325372489036
25.0,1160,0.9786262015880556,0.98879744602228,0.18119745460396525,0.38401359426574605,0.13548338790351522,0.336541626707239,3.152339947112286e-05,0.003930672915430651,0.0014379022390333803,0.02448588040423239,0.052430123200115766,0.052963336352856424,0.0209259998857151,0.004817432960557579,0.02177485342319726,0.020886972840923435,0.0014554497506967289,0.0053965214044515274,0.00038663117130889916,0.03994211082876782
26.0,1200,0.9718184000239414,0.9840284666616907,0.19604178847218232,0.3460644570159428,0.11364414443784311,0.2863304078683942,2.7403838164465278e-05,0.0031647283243367978,0.000962775199497599,0.02082406537176156,0.04029329025082698,0.04202626666801023,0.014281409771806768,0.005274286389835332,0.0202660337100673,0.015842585086809694,0.0016338497273244033,0.005723902674343417,0.00036569808521868966,0.04773627049190838
