frame,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
0,0.0,0.98,1,0.0,0.0,0.0,0.0,0.0,0.266,0.08199999999999999,0.0,0.0,0.0,0.098,0.024,0.0,0.142,0.246,0.16,0.05,0.0,0.0,0.0,0.0,0.20400000000000001
1,0.04,0.98,1,0.0,0.0,0.0,0.0,0.0,0.22000000000000003,0.078,0.0,0.006,0.0,0.11000000000000001,0.012,0.0,0.156,0.268,0.152,0.066,0.0,0.0,0.01,0.0,0.174
2,0.08,0.98,1,0.0,0.0,0.0,0.0,0.0,0.188,0.064,0.0,0.012,0.0,0.122,0.004,0.0,0.16799999999999998,0.27999999999999997,0.16599999999999998,0.06999999999999999,0.0,0.0,0.01,0.0,0.152
3,0.12,0.98,1,0.0,0.0,0.0,0.0,0.0,0.2,0.088,0.0,0.004,0.0,0.11200000000000002,0.006,0.0,0.16,0.284,0.154,0.05600000000000001,0.0,0.0,0.02,0.0,0.174
4,0.16,0.93,1,0.0,0.0,0.0,0.0,0.0,0.188,0.072,0.0,0.008,0.0,0.11000000000000001,0.002,0.0,0.16799999999999998,0.27999999999999997,0.162,0.062,0.0,0.0,0.008,0.0,0.174
5,0.2,0.98,1,0.0,0.0,0.0,0.0,0.0,0.21200000000000002,0.094,0.004,0.002,0.0,0.1,0.004,0.0,0.16,0.286,0.144,0.064,0.0,0.0,0.01,0.0,0.182
6,0.24,0.98,1,0.0,0.0,0.0,0.0,0.0,0.194,0.06999999999999999,0.004,0.004,0.0,0.11200000000000002,0.002,0.0,0.16399999999999998,0.284,0.15,0.072,0.0,0.0,0.0,0.0,0.182
7,0.28,0.98,1,0.0,0.0,0.0,0.0,0.0,0.192,0.064,0.008,0.0,0.02,0.11399999999999999,0.02,0.0,0.21200000000000002,0.31,0.098,0.05,0.0,0.0,0.03,0.0,0.15
8,0.32,0.98,1,0.0,0.0,0.0,0.0,0.0,0.128,0.034,0.004,0.0,0.076,0.148,0.02,0.004,0.33599999999999997,0.32799999999999996,0.05,0.026000000000000002,0.018,0.0,0.078,0.0,0.122
9,0.36,0.98,1,0.0,0.0,0.0,0.0,0.0,0.08399999999999999,0.016,0.004,0.0,0.16399999999999998,0.22000000000000003,0.02,0.018,0.48600000000000004,0.354,0.0,0.004,0.018,0.0,0.152,0.018,0.054000000000000006
10,0.4,0.98,1,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.004,0.0,0.0,0.25,0.286,0.002,0.044,0.6,0.352,0.0,0.0,0.016,0.0,0.196,0.026000000000000002,0.024
11,0.44,0.98,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.308,0.322,0.002,0.064,0.654,0.346,0.0,0.0,0.0,0.0,0.21200000000000002,0.028000000000000004,0.0
12,0.48,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33399999999999996,0.298,0.002,0.072,0.6759999999999999,0.348,0.0,0.0,0.0,0.0,0.20400000000000001,0.01,0.0
13,0.52,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34199999999999997,0.288,0.0,0.066,0.686,0.35,0.0,0.0,0.0,0.004,0.19,0.002,0.0
14,0.56,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34199999999999997,0.27799999999999997,0.0,0.06,0.6900000000000001,0.366,0.0,0.0,0.0,0.004,0.18,0.012,0.0
15,0.6,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.346,0.296,0.0,0.057999999999999996,0.696,0.372,0.0,0.0,0.01,0.006,0.174,0.016,0.0
16,0.64,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.354,0.304,0.004,0.068,0.7,0.386,0.0,0.0,0.01,0.006,0.172,0.026000000000000002,0.0
17,0.68,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.364,0.32,0.004,0.072,0.702,0.39,0.0,0.0,0.012,0.012,0.18,0.016,0.0
