frame,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU18,AU20,AU23,AU24,AU25,AU26,AU27,AU43
0,0.03521683,6.239861e-08,0.07636476,0.05489557,0.06035713,0.05086245,0.07516679,0.04286889,0.03434626,0.06167462,0.02564849,0.03147244,0.01617211,0.05106521,0.01166804,0.02539481,0.09067152,0.08386766,0.05056239,0.05068831
1,0.03511091,6.196311e-08,0.07637685,0.05447028,0.06022453,0.05085088,0.07516631,0.0428667,0.03435231,0.06166162,0.02567199,0.03138097,0.01616854,0.05107654,0.01172729,0.02520897,0.09009439,0.08376678,0.05054307,0.0506758
2,0.03498189,6.117733e-08,0.07638042,0.05398801,0.06009007,0.05089067,0.07516591,0.04286412,0.03435158,0.0616933,0.02570087,0.03127832,0.01616482,0.0510875,0.01178329,0.02503913,0.08955491,0.08357087,0.05052098,0.05066914
3,0.03485923,6.035344e-08,0.0763774,0.0534781,0.05992139,0.05093957,0.07516521,0.04286154,0.03435236,0.06175142,0.0257242,0.03115833,0.01615682,0.05109915,0.01180886,0.02490967,0.08901013,0.08336303,0.05049975,0.05066585
4,0.03474552,6.021965e-08,0.07638049,0.05304429,0.05975202,0.0509765,0.075165,0.04285754,0.03433185,0.06177666,0.02575547,0.03103149,0.01614856,0.05111135,0.01180494,0.02476613,0.08848622,0.08319986,0.05048131,0.0506615
5,0.03464741,6.052971e-08,0.07638332,0.0525891,0.05960652,0.05107156,0.07516345,0.04285508,0.03431384,0.06164464,0.02578958,0.03097356,0.01614865,0.05111603,0.01200798,0.02472556,0.08778536,0.08319182,0.05046593,0.05065672
6,0.0345581,6.273665e-08,0.0763986,0.05214227,0.05936252,0.05116389,0.07516401,0.04286656,0.03412261,0.06125457,0.02589855,0.03100392,0.01625953,0.05115765,0.01258767,0.0248611,0.08764037,0.08345066,0.05047954,0.05065175
7,0.0344854,7.078689e-08,0.07639876,0.05169734,0.05902043,0.05116859,0.07517058,0.04292832,0.03391965,0.06085763,0.02677863,0.03090148,0.01628418,0.05143479,0.0130333,0.02528536,0.08681913,0.0836284,0.05049697,0.05066347
8,0.03449044,0.002262839,0.0763962,0.05134972,0.05927224,0.05164844,0.07524176,0.04312338,0.03369671,0.06133058,0.03818858,0.03081252,0.01622182,0.06384133,0.01308362,0.02582125,0.0858074,0.08383402,0.05047657,0.05072935
9,0.03448243,0.003983544,0.07638191,0.05099016,0.05927768,0.0522285,0.07531661,0.04337125,0.03354951,0.06160584,0.05063292,0.03071001,0.01615339,0.07698941,0.01346513,0.02628727,0.08660818,0.08429168,0.05045464,0.05077387
10,0.03450399,0.005782263,0.07635617,0.05075453,0.05912197,0.05273786,0.07535426,0.04357802,0.03339123,0.06175299,0.06320417,0.03058897,0.01608766,0.1047641,0.01377303,0.02670789,0.08861219,0.08472908,0.05044135,0.05080346
11,0.03451576,0.007274561,0.07634383,0.05041386,0.05919887,0.05322959,0.07538017,0.04374102,0.03330293,0.06212438,0.07793012,0.03055203,0.01602645,0.1498341,0.01386818,0.02716176,0.08932117,0.08533131,0.05043029,0.05085682
12,0.03453308,0.00880494,0.0763334,0.05010008,0.05930128,0.053641,0.07540672,0.04394275,0.03324698,0.06221547,0.08962118,0.03058267,0.0159688,0.1938959,0.01378694,0.02755858,0.08876548,0.08596875,0.0504234,0.05091868
13,0.03456213,0.01064684,0.07631703,0.0498229,0.05944895,0.05409738,0.07543831,0.04409266,0.03323636,0.06233248,0.09807438,0.03062123,0.01591826,0.2406167,0.01375906,0.02826169,0.08860935,0.08691528,0.05042245,0.05092701
14,0.03457845,0.01277788,0.07630581,0.04956893,0.05955615,0.05468743,0.07546716,0.04422937,0.03327636,0.06237708,0.1051482,0.03069335,0.01587248,0.2848879,0.01360481,0.02870953,0.08830839,0.08793312,0.05042161,0.05094436
15,0.03462711,0.01551695,0.07628925,0.04931448,0.05951301,0.05507402,0.07549582,0.04436722,0.03330267,0.06237348,0.1104087,0.03076731,0.01582771,0.3275141,0.0133505,0.02912967,0.08850207,0.08880206,0.05041573,0.0510264
16,0.03468871,0.01939955,0.07628047,0.04906617,0.05953486,0.05546107,0.07552989,0.04447738,0.0332479,0.06240229,0.115653,0.0309156,0.01578559,0.369443,0.01303873,0.02944803,0.08888812,0.08952954,0.05040769,0.05112149
17,0.03475937,0.02273801,0.07627796,0.04880989,0.05954,0.0558561,0.07557745,0.04457377,0.03318905,0.06249441,0.1201999,0.03113835,0.01574528,0.4087576,0.0127452,0.02990706,0.0893612,0.09012645,0.05039811,0.05122423
18,0.03482631,0.02751402,0.07627433,0.04855476,0.05953789,0.05616123,0.0756219,0.04470236,0.03311533,0.06248479,0.1272971,0.03137073,0.01570695,0.445621,0.0124854,0.03011641,0.08894552,0.09091788,0.05038689,0.0512496
19,0.03487852,0.03465398,0.07627055,0.04835004,0.05948978,0.05644818,0.0756669,0.04484705,0.03301914,0.06263345,0.1348259,0.03164472,0.01567061,0.4799939,0.01223471,0.03029311,0.08830182,0.09119363,0.05037645,0.05124386
20,0.03492295,0.04128393,0.07627077,0.04812895,0.05942773,0.05666626,0.07571521,0.04494788,0.03292577,0.06279477,0.1415387,0.03182827,0.01563687,0.5116745,0.01199674,0.03054947,0.08750943,0.09164795,0.05036803,0.05125424
21,0.03499324,0.04760525,0.076268,0.04800216,0.05943346,0.05691952,0.07575659,0.04507606,0.03282927,0.06295189,0.1472599,0.03194739,0.0156053,0.5406228,0.01177561,0.03084078,0.08649003,0.09206997,0.05036154,0.05127513
22,0.03509209,0.05642045,0.07625566,0.04782516,0.05945925,0.05717791,0.07579852,0.04518078,0.03278254,0.06302026,0.1521581,0.03213724,0.01557604,0.5676435,0.01161508,0.03106248,0.0851884,0.0924079,0.05035869,0.05129972
23,0.03519308,0.06504205,0.07623699,0.04767636,0.05941006,0.05740624,0.07584787,0.04526993,0.03274575,0.06314526,0.1563038,0.03248711,0.01554944,0.5918896,0.01146883,0.03135461,0.0836551,0.09271717,0.05035727,0.05130357
24,0.03529262,0.07444104,0.07622037,0.0475305,0.05932156,0.05762219,0.07590624,0.04535186,0.03266668,0.06348331,0.1595987,0.03304167,0.01552548,0.6143053,0.01127684,0.03158407,0.08223037,0.09270023,0.0503581,0.05129382
25,0.03537756,0.08281944,0.07620724,0.04743602,0.05927861,0.05774413,0.07596376,0.04539816,0.03257474,0.06385079,0.1616656,0.03373417,0.01550165,0.6352941,0.01105477,0.03179583,0.08112538,0.09265076,0.05035266,0.0512767
26,0.03551598,0.0931719,0.07619738,0.04736662,0.05929474,0.05792113,0.07600413,0.04546124,0.03247044,0.06399593,0.1651712,0.03456879,0.0154783,0.6566079,0.01084063,0.03186018,0.07994464,0.09254088,0.05034893,0.05126864
27,0.03565999,0.1020896,0.07618412,0.04729011,0.05930761,0.05800599,0.07604758,0.04551831,0.03235413,0.06407814,0.1686171,0.0354629,0.01545667,0.6755347,0.01063453,0.03186454,0.07854813,0.09221025,0.05034292,0.05125862
28,0.03584559,0.1125717,0.07616726,0.04723638,0.05929918,0.05808602,0.07609739,0.04557744,0.03223796,0.06406611,0.1728084,0.03750309,0.01543578,0.6948963,0.01041909,0.03197257,0.07724556,0.09182829,0.05033711,0.05124878
29,0.0360143,0.120576,0.07615431,0.04715373,0.05932361,0.05814095,0.07613685,0.04570337,0.03211796,0.06392241,0.1763443,0.0392547,0.01541642,0.7110231,0.01019699,0.03198281,0.07596435,0.09139507,0.05032751,0.0512442
30,0.03616399,0.1280918,0.07614454,0.04707812,0.05934782,0.05811539,0.07617953,0.04584264,0.03201585,0.06381586,0.17928,0.04057543,0.01539908,0.724171,0.00999002,0.03200116,0.07464997,0.09095827,0.05031772,0.05127117
31,0.0362771,0.1328364,0.07614396,0.04698016,0.05926355,0.05809043,0.0762037,0.04601994,0.03192872,0.06381028,0.1822616,0.04172719,0.01538264,0.7351744,0.009791526,0.03193435,0.07360783,0.09056921,0.05030758,0.05131471
32,0.03632703,0.1359703,0.07614017,0.04690319,0.05921772,0.05807421,0.076235,0.04619171,0.03185527,0.06374729,0.1849518,0.04332758,0.01536531,0.7463028,0.009623727,0.03189898,0.07229299,0.09026082,0.05029689,0.05136051
33,0.03622469,0.1313573,0.07613111,0.046802,0.05947388,0.05805598,0.07620092,0.04625975,0.03187736,0.06349597,0.1893043,0.04519048,0.01534734,0.7406538,0.009566193,0.03204902,0.07223788,0.09062557,0.05028491,0.05134817
34,0.03608445,0.1231673,0.07611353,0.04683055,0.0591143,0.05764626,0.07614256,0.04612898,0.03177633,0.06325951,0.1802584,0.04467036,0.01533691,0.7061203,0.00971944,0.03209583,0.07545523,0.09099831,0.05027541,0.051302
35,0.03592981,0.1154879,0.07609929,0.04694333,0.05893167,0.05729443,0.0760869,0.04600248,0.03208479,0.06283987,0.1707263,0.04437852,0.01535111,0.6660233,0.01026934,0.0324324,0.08638094,0.09117109,0.05026592,0.05131426
36,0.03577651,0.1082874,0.07607094,0.04701186,0.05883529,0.0571516,0.07603782,0.04584638,0.03227706,0.062215,0.1617559,0.04349748,0.01538528,0.6278348,0.01119741,0.03280118,0.09694094,0.09319673,0.0502712,0.0512755
37,0.03562716,0.1015358,0.07603328,0.04709858,0.05867069,0.05701033,0.07598871,0.04569291,0.03222052,0.0616243,0.1533242,0.04271884,0.015436,0.5920627,0.01224353,0.03277017,0.1119464,0.09622835,0.05030569,0.05123854
38,0.03549364,0.09535474,0.07600383,0.04704838,0.05836026,0.05678543,0.07594791,0.04552842,0.03213016,0.0610492,0.1454605,0.04211472,0.01551747,0.5584426,0.0129334,0.0326018,0.1203931,0.09639617,0.05032024,0.05119881
39,0.03536161,0.08940948,0.07597917,0.04695565,0.05803505,0.05658348,0.07592325,0.04538769,0.03212195,0.06050845,0.1381355,0.04186144,0.01578237,0.5268661,0.01362548,0.03291859,0.1238863,0.09618589,0.05031791,0.05116336
40,0.0352404,0.0838349,0.0759607,0.04689137,0.05768492,0.05635243,0.07589187,0.04524948,0.03210787,0.05997083,0.1312743,0.0418182,0.01620556,0.4972442,0.01415539,0.03324719,0.1254353,0.09582885,0.05030905,0.05113678
41,0.03512356,0.07860789,0.07594413,0.04679971,0.05735569,0.0561366,0.07586715,0.04512057,0.03215606,0.05948198,0.1248221,0.04161603,0.01651726,0.4694839,0.01483399,0.03344622,0.1267393,0.09558189,0.05030357,0.05111416
42,0.03502382,0.07370676,0.0759211,0.04677494,0.05704513,0.05594796,0.07583544,0.04500592,0.03211007,0.05901838,0.1188219,0.04137846,0.01668333,0.4434294,0.01551406,0.03361405,0.1272225,0.09534736,0.05030257,0.05110002
43,0.03493471,0.06911122,0.07590255,0.04684934,0.05673558,0.05578706,0.07580063,0.04489436,0.03207123,0.05860703,0.1131415,0.04116561,0.01672304,0.419006,0.01586303,0.0337927,0.1266319,0.09499683,0.05030631,0.05109271
44,0.0348652,0.06480221,0.07587888,0.04684851,0.05645614,0.05569063,0.0757655,0.04480077,0.03197784,0.05823643,0.1078879,0.0409042,0.01673994,0.3961009,0.01611791,0.03381572,0.1241261,0.09463935,0.05031483,0.05110737
45,0.03477934,0.06076187,0.07585733,0.04697748,0.05618991,0.05564133,0.07573242,0.04470998,0.03190057,0.05793319,0.1029471,0.04069298,0.01674149,0.3746204,0.0163771,0.03387755,0.1218411,0.09416959,0.05032202,0.05111803
46,0.03469254,0.05697343,0.07584251,0.04708426,0.0559474,0.05553133,0.07570131,0.04461804,0.03182017,0.05765578,0.09828438,0.04055722,0.01672381,0.3544643,0.0164098,0.03362228,0.1203247,0.09364599,0.05033122,0.05110505
47,0.03461856,0.0534212,0.07582728,0.04717693,0.05572478,0.05546797,0.07567199,0.04453316,0.03174103,0.05741467,0.09391345,0.04044616,0.0167149,0.3355666,0.01636133,0.03334508,0.1181591,0.09311759,0.05034404,0.05109805
48,0.03455959,0.05009045,0.07581905,0.04722292,0.05552577,0.0553458,0.07564347,0.04445172,0.03171669,0.05722733,0.08977588,0.04029845,0.01670708,0.3178451,0.01624121,0.03307627,0.1155231,0.09257874,0.05035127,0.05108614
49,0.03451008,0.04696737,0.07581073,0.04721621,0.05535798,0.05521975,0.07561483,0.04437418,0.03169211,0.05704268,0.08587752,0.04013716,0.01669542,0.3012291,0.01607929,0.03271548,0.1130351,0.09210369,0.0503546,0.05106494
