frame,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
0,0.0,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092,0.0,0.16399999999999998,0.05600000000000001,0.0,0.014000000000000002,0.06999999999999999,0.0,0.048,0.0,0.088,0.0,0.026000000000000002,0.0
1,0.04,0.98,1,0.0,0.0,0.0,0.0,0.0,0.014000000000000002,0.0,0.0,0.044,0.0,0.134,0.08199999999999999,0.0,0.01,0.064,0.0,0.018,0.0,0.041999999999999996,0.0,0.046,0.004
2,0.08,0.98,1,0.0,0.0,0.0,0.0,0.0,0.028000000000000004,0.0,0.0,0.03,0.0,0.11599999999999999,0.10400000000000001,0.008,0.008,0.068,0.0,0.002,0.0,0.014000000000000002,0.0,0.05600000000000001,0.008
3,0.12,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.048,0.0,0.10400000000000001,0.11200000000000002,0.008,0.008,0.068,0.0,0.0,0.0,0.0,0.0,0.064,0.008
4,0.16,0.98,1,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.041999999999999996,0.0,0.11200000000000002,0.11599999999999999,0.008,0.004,0.06999999999999999,0.0,0.002,0.0,0.0,0.0,0.064,0.008
5,0.2,0.98,1,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.026000000000000002,0.0,0.10400000000000001,0.10400000000000001,0.006,0.0,0.057999999999999996,0.0,0.004,0.0,0.0,0.0,0.06999999999999999,0.008
6,0.24,0.98,1,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.008,0.0,0.11000000000000001,0.094,0.008,0.0,0.057999999999999996,0.0,0.008,0.0,0.022,0.0,0.06999999999999999,0.008
7,0.28,0.98,1,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.002,0.0,0.1,0.076,0.008,0.0,0.052000000000000005,0.0,0.016,0.0,0.036,0.0,0.068,0.012
8,0.32,0.98,1,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.1,0.06,0.004,0.0,0.046,0.0,0.016,0.0,0.06,0.0,0.06999999999999999,0.02
9,0.36,0.98,1,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.10200000000000001,0.041999999999999996,0.0,0.0,0.044,0.0,0.02,0.0,0.041999999999999996,0.0,0.05600000000000001,0.014000000000000002
10,0.4,0.98,1,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.10200000000000001,0.02,0.0,0.0,0.038,0.0,0.012,0.0,0.041999999999999996,0.0,0.046,0.016
11,0.44,0.98,1,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.1,0.012,0.0,0.0,0.06,0.0,0.022,0.0,0.018,0.012,0.05,0.006
12,0.48,0.98,1,0.0,0.0,0.0,0.0,0.0,0.008,0.006,0.0,0.0,0.0,0.08199999999999999,0.004,0.0,0.0,0.072,0.0,0.016,0.0,0.024,0.022,0.044,0.006
13,0.52,0.98,1,0.0,0.0,0.0,0.0,0.0,0.008,0.014000000000000002,0.0,0.0,0.0,0.072,0.004,0.0,0.0,0.09,0.0,0.016,0.0,0.016,0.036,0.048,0.0
14,0.56,0.98,1,0.0,0.0,0.0,0.0,0.0,0.008,0.018,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.088,0.0,0.008,0.0,0.016,0.034,0.03,0.0
15,0.6,0.98,1,0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.066,0.0,0.01,0.0,0.014000000000000002,0.026000000000000002,0.036,0.0
16,0.64,0.98,1,0.0,0.0,0.0,0.0,0.0,0.012,0.004,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.041999999999999996,0.0,0.012,0.0,0.006,0.02,0.036,0.002
17,0.68,0.98,1,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.002,0.0,0.044,0.0,0.0,0.0,0.032,0.0,0.018,0.0,0.006,0.016,0.032,0.012
18,0.72,0.98,1,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.002,0.0,0.064,0.0,0.0,0.0,0.032,0.0,0.016,0.0,0.002,0.014000000000000002,0.028000000000000004,0.012
