frame,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU18,AU20,AU23,AU24,AU25,AU26,AU27,AU43
0,0.06737167,1.220033e-07,0.16046,0.62429,0.07191777,0.06549776,0.07537581,0.0506696,0.06646914,0.0518931,0.02856435,0.0519717,0.01516431,0.09683172,0.02059791,0.02363848,0.13577,0.08540064,0.05048907,0.05056372
1,0.06751108,1.217129e-07,0.1581119,0.6274823,0.0725006,0.06560612,0.07536537,0.0507558,0.06606215,0.05207659,0.02852902,0.05311233,0.01516363,0.1029325,0.02044645,0.02363364,0.1416221,0.08583302,0.05049533,0.05056465
2,0.06799066,1.207439e-07,0.1541146,0.6337152,0.07288396,0.06601409,0.07535146,0.05066075,0.06536764,0.0521673,0.02848406,0.0547655,0.01516495,0.1042148,0.020058,0.02364236,0.1481212,0.08604673,0.05049552,0.05056496
3,0.06838533,1.192546e-07,0.1506107,0.6352855,0.07277191,0.06663146,0.07534096,0.05048135,0.06464805,0.05215951,0.0284711,0.05664435,0.0151677,0.104621,0.01966711,0.02360383,0.1517511,0.08634381,0.05048889,0.05056198
4,0.06838335,1.156806e-07,0.1475088,0.6260712,0.07276488,0.06754076,0.07534085,0.05040676,0.06405915,0.05214158,0.02849597,0.06096424,0.01517239,0.104122,0.01946983,0.02352556,0.1522573,0.08643168,0.05048613,0.05055606
5,0.06836463,1.120392e-07,0.144338,0.6152424,0.07311964,0.06790046,0.07533585,0.05045186,0.06329975,0.05216981,0.0285161,0.06575924,0.01517854,0.1032549,0.01934036,0.02350125,0.1529333,0.08629794,0.05048935,0.05055341
6,0.06858709,1.094377e-07,0.1410514,0.608281,0.07341063,0.06825865,0.07532928,0.05038838,0.06236402,0.05217695,0.02851097,0.06861612,0.0151787,0.1022585,0.01929355,0.02354271,0.152122,0.0859607,0.0504882,0.05055783
7,0.06932569,1.079565e-07,0.1382102,0.6070171,0.07369452,0.06853057,0.07532505,0.050308,0.06152545,0.05218991,0.02851263,0.07476398,0.01517849,0.1011878,0.01919552,0.02373718,0.149694,0.08560415,0.05048371,0.05056353
8,0.07003473,1.065097e-07,0.135608,0.6052983,0.07396495,0.0687182,0.0753231,0.05019914,0.06062251,0.05218793,0.02852427,0.07921608,0.01517865,0.1003958,0.01910567,0.02394754,0.148299,0.08527444,0.05047664,0.05056689
9,0.07072233,1.049207e-07,0.1333099,0.603731,0.07393029,0.06886259,0.07532017,0.05010874,0.05978879,0.0521786,0.0285406,0.08259003,0.0151803,0.09998301,0.01904601,0.02427652,0.148339,0.08501952,0.05047057,0.05056952
