frame,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
0,0.0,0.93,1,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.186,0.0,0.0,0.198,0.0,0.0,0.10400000000000001,0.21400000000000002,0.0,0.0,0.004,0.0,0.041999999999999996,0.0,0.052000000000000005
1,0.04,0.98,1,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.154,0.0,0.0,0.136,0.0,0.0,0.10800000000000001,0.236,0.026000000000000002,0.012,0.002,0.018,0.026000000000000002,0.0,0.022
2,0.08,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13799999999999998,0.0,0.0,0.12,0.0,0.0,0.10400000000000001,0.242,0.032,0.016,0.0,0.018,0.016,0.0,0.018
3,0.12,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142,0.0,0.0,0.144,0.0,0.0,0.09,0.23399999999999999,0.026000000000000002,0.01,0.0,0.0,0.02,0.0,0.026000000000000002
4,0.16,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.0,0.0,0.16999999999999998,0.0,0.0,0.09,0.23199999999999998,0.014000000000000002,0.01,0.0,0.0,0.008,0.0,0.03
5,0.2,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.202,0.0,0.0,0.09,0.248,0.008,0.012,0.0,0.0,0.002,0.0,0.018
6,0.24,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21200000000000002,0.0,0.0,0.22799999999999998,0.0,0.0,0.088,0.264,0.0,0.018,0.0,0.0,0.004,0.0,0.014000000000000002
7,0.28,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.272,0.0,0.0,0.272,0.0,0.0,0.078,0.268,0.0,0.028000000000000004,0.0,0.0,0.01,0.0,0.012
8,0.32,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384,0.0,0.006,0.32799999999999996,0.006,0.0,0.057999999999999996,0.248,0.004,0.041999999999999996,0.0,0.004,0.018,0.0,0.028000000000000004
9,0.36,0.98,1,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.524,0.0,0.022,0.414,0.012,0.0,0.046,0.236,0.006,0.048,0.0,0.008,0.014000000000000002,0.0,0.032
10,0.4,0.98,1,0.0,0.0,0.0,0.0,0.0,0.014000000000000002,0.0,0.632,0.0,0.044,0.47400000000000003,0.03,0.0,0.038,0.22799999999999998,0.01,0.046,0.004,0.01,0.008,0.0,0.032
11,0.44,0.98,1,0.0,0.0,0.0,0.0,0.0,0.014000000000000002,0.0,0.6759999999999999,0.0,0.062,0.52,0.04,0.0,0.04,0.22999999999999998,0.012,0.04,0.004,0.008,0.002,0.0,0.026000000000000002
12,0.48,0.98,1,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.682,0.0,0.072,0.554,0.05,0.0,0.038,0.22799999999999998,0.02,0.044,0.01,0.01,0.002,0.0,0.02
13,0.52,0.98,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.682,0.0,0.078,0.564,0.05600000000000001,0.0,0.036,0.25,0.034,0.046,0.024,0.012,0.002,0.0,0.028000000000000004
14,0.56,0.98,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.6839999999999999,0.0,0.078,0.5660000000000001,0.054000000000000006,0.0,0.036,0.262,0.04,0.046,0.04,0.008,0.004,0.0,0.048
15,0.6,0.98,1,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.6900000000000001,0.0,0.08,0.568,0.05600000000000001,0.0,0.036,0.282,0.044,0.05,0.052000000000000005,0.004,0.004,0.006,0.06
16,0.64,0.98,1,0.0,0.0,0.0,0.0,0.0,0.014000000000000002,0.0,0.708,0.0,0.076,0.5780000000000001,0.054000000000000006,0.0,0.032,0.274,0.038,0.05600000000000001,0.044,0.0,0.004,0.006,0.066
17,0.68,0.98,1,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.726,0.0,0.078,0.5860000000000001,0.05600000000000001,0.0,0.034,0.27999999999999997,0.048,0.062,0.034,0.002,0.004,0.006,0.041999999999999996
18,0.72,0.98,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.74,0.0,0.076,0.584,0.062,0.0,0.034,0.282,0.06,0.057999999999999996,0.02,0.002,0.004,0.0,0.024
19,0.76,0.98,1,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.736,0.0,0.078,0.596,0.066,0.0,0.04,0.286,0.066,0.05600000000000001,0.01,0.004,0.002,0.002,0.01
20,0.8,0.98,1,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.734,0.0,0.076,0.606,0.068,0.0,0.044,0.292,0.06,0.05,0.01,0.006,0.0,0.002,0.004
21,0.84,0.98,1,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.726,0.0,0.072,0.5980000000000001,0.062,0.0,0.046,0.288,0.04,0.048,0.01,0.006,0.0,0.002,0.008
22,0.88,0.98,1,0.0,0.0,0.0,0.0,0.0,0.028000000000000004,0.0,0.722,0.0,0.068,0.5900000000000001,0.062,0.0,0.046,0.286,0.032,0.044,0.012,0.004,0.0,0.0,0.014000000000000002
23,0.92,0.98,1,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.716,0.0,0.068,0.596,0.066,0.0,0.046,0.286,0.032,0.044,0.006,0.0,0.0,0.0,0.022
24,0.96,0.98,1,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.714,0.0,0.06999999999999999,0.61,0.06999999999999999,0.0,0.044,0.284,0.04,0.048,0.002,0.0,0.006,0.0,0.022
25,1.0,0.98,1,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.714,0.0,0.072,0.614,0.064,0.0,0.041999999999999996,0.288,0.04,0.052000000000000005,0.0,0.0,0.006,0.0,0.012
26,1.04,0.98,1,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.714,0.0,0.074,0.61,0.05600000000000001,0.0,0.04,0.294,0.03,0.052000000000000005,0.0,0.0,0.006,0.0,0.01
27,1.08,0.98,1,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.714,0.0,0.076,0.618,0.054000000000000006,0.0,0.038,0.302,0.024,0.041999999999999996,0.002,0.0,0.0,0.0,0.006
28,1.12,0.98,1,0.0,0.0,0.0,0.0,0.0,0.014000000000000002,0.0,0.6639999999999999,0.0,0.068,0.5700000000000001,0.041999999999999996,0.0,0.05,0.302,0.026000000000000002,0.026000000000000002,0.002,0.0,0.0,0.0,0.008
29,1.16,0.98,1,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,0.564,0.0,0.044,0.48200000000000004,0.026000000000000002,0.0,0.064,0.294,0.03,0.02,0.002,0.0,0.0,0.0,0.002
30,1.2,0.98,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.396,0.0,0.018,0.378,0.004,0.0,0.08,0.27999999999999997,0.03,0.012,0.0,0.0,0.01,0.008,0.002
31,1.24,0.98,1,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.27599999999999997,0.0,0.002,0.32599999999999996,0.0,0.0,0.088,0.272,0.024,0.008,0.0,0.0,0.03,0.01,0.01
32,1.28,0.98,1,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.21600000000000003,0.0,0.0,0.31,0.0,0.0,0.09,0.268,0.014000000000000002,0.0,0.0,0.0,0.041999999999999996,0.014000000000000002,0.016
33,1.32,0.98,1,0.0,0.0,0.0,0.0,0.0,0.041999999999999996,0.0,0.21800000000000003,0.0,0.0,0.308,0.0,0.0,0.092,0.274,0.006,0.004,0.0,0.0,0.034,0.01,0.02
34,1.36,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.22400000000000003,0.0,0.0,0.298,0.0,0.0,0.094,0.274,0.0,0.004,0.0,0.0,0.026000000000000002,0.008,0.012
35,1.4,0.98,1,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.22400000000000003,0.0,0.0,0.286,0.0,0.0,0.092,0.268,0.004,0.01,0.0,0.0,0.026000000000000002,0.004,0.004
36,1.44,0.98,1,0.0,0.0,0.0,0.0,0.0,0.036,0.0,0.21800000000000003,0.0,0.0,0.282,0.0,0.0,0.09,0.262,0.004,0.008,0.0,0.0,0.036,0.0,0.0
