frame,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
0,0.0,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176,0.0,0.008,0.016,0.074,0.0,0.064,0.0,0.036,0.0,0.0,0.05600000000000001
1,0.04,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118,0.0,0.002,0.016,0.074,0.0,0.041999999999999996,0.0,0.024,0.002,0.006,0.054000000000000006
2,0.08,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.0,0.0,0.018,0.066,0.0,0.028000000000000004,0.0,0.012,0.002,0.008,0.066
3,0.12,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06999999999999999,0.008,0.004,0.018,0.066,0.006,0.026000000000000002,0.0,0.0,0.004,0.01,0.064
4,0.16,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05600000000000001,0.012,0.01,0.022,0.05600000000000001,0.008,0.026000000000000002,0.0,0.0,0.002,0.012,0.064
5,0.2,0.98,1,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.076,0.016,0.026000000000000002,0.026000000000000002,0.054000000000000006,0.014000000000000002,0.024,0.0,0.0,0.004,0.01,0.044
6,0.24,0.98,1,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.062,0.008,0.03,0.028000000000000004,0.038,0.008,0.018,0.0,0.002,0.002,0.008,0.05
7,0.28,0.98,1,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.06999999999999999,0.008,0.028000000000000004,0.028000000000000004,0.04,0.008,0.012,0.0,0.002,0.004,0.004,0.046
8,0.32,0.98,1,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.048,0.004,0.016,0.028000000000000004,0.038,0.002,0.01,0.0,0.004,0.004,0.002,0.05
9,0.36,0.98,1,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.044,0.006,0.012,0.024,0.044,0.002,0.006,0.0,0.002,0.004,0.004,0.034
10,0.4,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.002,0.014000000000000002,0.024,0.036,0.0,0.008,0.0,0.008,0.0,0.002,0.022
11,0.44,0.98,1,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.054000000000000006,0.004,0.01,0.022,0.032,0.0,0.004,0.0,0.006,0.004,0.008,0.012
12,0.48,0.98,1,0.0,0.0,0.0,0.0,0.0,0.004,0.008,0.0,0.0,0.0,0.048,0.004,0.01,0.024,0.03,0.006,0.004,0.0,0.006,0.006,0.006,0.01
13,0.52,0.98,1,0.0,0.0,0.0,0.0,0.0,0.004,0.008,0.0,0.0,0.0,0.05,0.004,0.004,0.026000000000000002,0.028000000000000004,0.006,0.0,0.0,0.0,0.014000000000000002,0.008,0.008
14,0.56,0.98,1,0.0,0.0,0.0,0.0,0.0,0.002,0.008,0.0,0.0,0.0,0.038,0.0,0.004,0.028000000000000004,0.03,0.01,0.002,0.0,0.002,0.01,0.002,0.002
15,0.6,0.98,1,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.064,0.004,0.006,0.03,0.022,0.004,0.004,0.0,0.0,0.01,0.002,0.0
16,0.64,0.98,1,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.06,0.004,0.004,0.028000000000000004,0.02,0.008,0.002,0.004,0.002,0.002,0.0,0.002
17,0.68,0.98,1,0.0,0.0,0.0,0.0,0.0,0.014000000000000002,0.0,0.0,0.0,0.0,0.088,0.004,0.004,0.026000000000000002,0.014000000000000002,0.01,0.002,0.004,0.0,0.0,0.0,0.002
