frame,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU18,AU20,AU23,AU24,AU25,AU26,AU27,AU43
0,0.0344694,1.331791e-07,0.07606205,0.05395646,0.0588708,0.0520751,0.07514047,0.04294624,0.02995234,0.05272327,0.02718533,0.02883352,0.01803425,0.05193397,0.0255339,0.0220197,0.21418,0.08655769,0.05054673,0.05098031
1,0.0344162,1.29637e-07,0.07616813,0.05363918,0.0586242,0.05210223,0.07514326,0.04296714,0.0300565,0.05278143,0.02729643,0.0290144,0.01800648,0.0518917,0.02554603,0.02208558,0.215864,0.08659199,0.05054191,0.05096371
2,0.03435243,1.273029e-07,0.07627308,0.05319023,0.05830396,0.05217147,0.07514536,0.04298574,0.0301963,0.05284043,0.02736462,0.02915393,0.01796101,0.05184092,0.0256244,0.02216557,0.2177262,0.08671268,0.05053319,0.0509518
3,0.03429022,1.248821e-07,0.07637385,0.05270948,0.05803986,0.05225103,0.07514544,0.04299808,0.03031091,0.05288322,0.02742634,0.02924645,0.01790738,0.05180011,0.02578214,0.02230223,0.2188611,0.08676241,0.05052609,0.05094052
4,0.03422628,1.221477e-07,0.07647135,0.05222847,0.05783964,0.05231211,0.07514484,0.0430089,0.03043655,0.05292575,0.02749959,0.0293097,0.01786048,0.05176163,0.02584246,0.02240174,0.2204435,0.08677258,0.05051743,0.05093322
5,0.03416179,1.178127e-07,0.07651373,0.05178912,0.05752895,0.05244184,0.07514217,0.04302524,0.03054763,0.05292606,0.02751754,0.02917932,0.01799295,0.05176653,0.02631994,0.02277726,0.221449,0.08675327,0.05049728,0.050931
6,0.03411415,1.138641e-07,0.07650718,0.05141789,0.05716925,0.05267708,0.07513835,0.04303441,0.03061267,0.05282812,0.0275563,0.02896608,0.0340333,0.05174785,0.02714392,0.02276024,0.2251264,0.08665121,0.05047512,0.05092562
7,0.03405847,1.120489e-07,0.0765086,0.0510909,0.0570903,0.0528655,0.07513949,0.04313056,0.03066659,0.05272643,0.02748354,0.02875738,0.09426038,0.05170834,0.03091215,0.02366928,0.2483635,0.08632598,0.05045677,0.05092652
8,0.03400064,1.090403e-07,0.07646342,0.05102772,0.05748558,0.05314579,0.07513733,0.0432661,0.03070045,0.05260532,0.02740791,0.02858458,0.1507324,0.05167004,0.03503399,0.0317697,0.2390676,0.08577137,0.05043493,0.05091343
9,0.03395034,1.056096e-07,0.07641266,0.05072845,0.05802608,0.05331687,0.07513668,0.04339208,0.03071546,0.05250157,0.02732109,0.02842271,0.2036834,0.05161524,0.04713693,0.03971611,0.2292818,0.08523782,0.05041346,0.05090022
10,0.03391219,1.028864e-07,0.07636184,0.05064075,0.05869978,0.05356953,0.07513916,0.04364842,0.03074693,0.05241108,0.02724955,0.02831785,0.2533329,0.05159026,0.05824148,0.05090301,0.2194779,0.08473827,0.05039523,0.05088346
