frame,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
0,0.0,0.98,1,0.0,0.0,0.0,0.0,0.0,0.076,0.036,0.024,0.0,0.0,0.134,0.0,0.0,0.122,0.256,0.052000000000000005,0.028000000000000004,0.0,0.0,0.0,0.072,0.124
1,0.04,0.98,1,0.0,0.0,0.0,0.0,0.0,0.074,0.048,0.01,0.0,0.0,0.13799999999999998,0.0,0.0,0.126,0.274,0.036,0.024,0.006,0.0,0.0,0.088,0.128
2,0.08,0.98,1,0.0,0.0,0.0,0.0,0.0,0.074,0.06,0.006,0.0,0.0,0.134,0.0,0.0,0.13,0.29,0.026000000000000002,0.016,0.008,0.0,0.0,0.092,0.142
3,0.12,0.98,1,0.0,0.0,0.0,0.0,0.0,0.062,0.044,0.006,0.0,0.0,0.136,0.0,0.0,0.136,0.27999999999999997,0.026000000000000002,0.012,0.006,0.002,0.0,0.068,0.146
4,0.16,0.98,1,0.0,0.0,0.0,0.0,0.0,0.044,0.024,0.004,0.0,0.0,0.132,0.0,0.0,0.13999999999999999,0.272,0.041999999999999996,0.014000000000000002,0.002,0.002,0.0,0.05,0.10400000000000001
5,0.2,0.98,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.15,0.0,0.034,0.142,0.266,0.06,0.034,0.0,0.002,0.01,0.022,0.048
6,0.24,0.98,1,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.034,0.176,0.0,0.098,0.146,0.258,0.052000000000000005,0.048,0.006,0.0,0.1,0.01,0.0
7,0.28,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.064,0.21400000000000002,0.004,0.182,0.154,0.22999999999999998,0.03,0.044,0.01,0.0,0.194,0.0,0.0
8,0.32,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.09,0.246,0.012,0.244,0.172,0.20800000000000002,0.004,0.028000000000000004,0.01,0.0,0.29,0.0,0.0
9,0.36,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.10400000000000001,0.272,0.02,0.286,0.186,0.194,0.0,0.02,0.004,0.0,0.308,0.0,0.0
