frame,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU18,AU20,AU23,AU24,AU25,AU26,AU27,AU43
0,0.05898187,1.015142e-07,0.15496,0.65046,0.07062634,0.09659319,0.07545901,0.05015203,0.05709186,0.05274271,0.02848255,0.04464246,0.0151811,0.11582,0.01695762,0.02433886,0.11143,0.08332879,0.05049057,0.05067895
1,0.05942514,1.018045e-07,0.1519704,0.6456972,0.07094175,0.09452958,0.07544708,0.05039386,0.05754815,0.05276247,0.02844742,0.04571183,0.01518033,0.1184885,0.01721535,0.02429358,0.1181232,0.08378719,0.05048919,0.05067184
2,0.06002704,1.016122e-07,0.1482274,0.6480829,0.07106252,0.09316453,0.07542776,0.05046608,0.05723072,0.05280108,0.02840463,0.04760097,0.01518056,0.1187761,0.01729649,0.02423889,0.1245854,0.08428421,0.05048531,0.05066379
3,0.06043675,1.007351e-07,0.1452161,0.6404966,0.07070822,0.09264182,0.07541282,0.05048322,0.05695138,0.05277158,0.0283871,0.04988323,0.0151887,0.1177656,0.01720969,0.02415183,0.1276028,0.08489612,0.05048065,0.05065435
4,0.06095491,9.90997e-08,0.1423765,0.6312792,0.07032865,0.09331632,0.07540434,0.05065375,0.0566931,0.05271841,0.02837099,0.05287876,0.01520315,0.1168182,0.01713442,0.02409149,0.1300748,0.08556506,0.05048027,0.05064499
5,0.06131947,9.655012e-08,0.1397205,0.6129368,0.07023153,0.09221991,0.07540292,0.05095707,0.05684477,0.05266653,0.02833609,0.05716783,0.01521037,0.1152295,0.01712012,0.02398387,0.131458,0.08601625,0.05047486,0.05063849
6,0.06158254,9.453695e-08,0.1367559,0.5951856,0.07037324,0.09108892,0.0754002,0.05136999,0.0572815,0.05266225,0.02828029,0.06561688,0.01521536,0.1130996,0.01715524,0.02390008,0.1336385,0.08638313,0.05047216,0.05063638
7,0.06221224,9.36945e-08,0.1341667,0.5879341,0.07074123,0.08969687,0.07539619,0.05176106,0.05816615,0.05273361,0.02820363,0.0748809,0.01521522,0.1108422,0.01701551,0.02380125,0.1355988,0.08664722,0.05047134,0.0506492
8,0.06302361,9.313683e-08,0.1318921,0.5877387,0.07170214,0.08827515,0.07539306,0.05207308,0.06084241,0.0530292,0.02810735,0.08503813,0.01521257,0.1092812,0.01668699,0.02371452,0.1408742,0.08674642,0.05048902,0.05066532
9,0.06346546,9.174294e-08,0.1299286,0.5940248,0.0719106,0.08699341,0.07538766,0.05221847,0.0630082,0.05330694,0.02800958,0.09433822,0.01521131,0.1078975,0.01622048,0.02368608,0.1444297,0.08653806,0.05050674,0.05068525
10,0.06391843,9.066822e-08,0.1282789,0.596723,0.07178348,0.08577807,0.07538434,0.05239995,0.06574232,0.05397994,0.02789653,0.09997468,0.01521236,0.1066085,0.01570698,0.02382081,0.1534049,0.08653407,0.05053006,0.05070729
11,0.0644298,8.960244e-08,0.1267795,0.6016471,0.07157938,0.08453176,0.07538851,0.05248912,0.07033293,0.0553025,0.02777455,0.1009645,0.0152187,0.1055248,0.0152117,0.02413411,0.1736537,0.08680199,0.05055383,0.05073212
12,0.06479153,8.837085e-08,0.1260862,0.6020986,0.07159816,0.08323336,0.07539293,0.05251741,0.0763831,0.05667591,0.02765732,0.1078351,0.01523913,0.1052371,0.01471506,0.02465816,0.187581,0.08714446,0.05056171,0.05076639
13,0.06540539,8.65773e-08,0.1249997,0.5977586,0.07208293,0.08201975,0.07539204,0.05245389,0.08468281,0.05852336,0.02756559,0.1122983,0.01525995,0.1064125,0.01423352,0.02522928,0.1980394,0.08768823,0.05055083,0.05080453
14,0.06552103,8.448912e-08,0.1231739,0.5857428,0.0736351,0.08108447,0.07538507,0.0522895,0.1034653,0.06083976,0.02746079,0.114442,0.01528656,0.1076949,0.01380468,0.02559989,0.209703,0.08847768,0.05054075,0.05085947
15,0.06536313,8.224079e-08,0.1217106,0.5687886,0.07477356,0.08062143,0.07538048,0.0521197,0.1175882,0.06213216,0.02734809,0.1145148,0.0153164,0.108646,0.01349141,0.02596088,0.2165475,0.08980773,0.05052717,0.05093761
16,0.06520877,8.039395e-08,0.1201408,0.546994,0.07546695,0.08050241,0.07537617,0.0519089,0.1299902,0.06462973,0.02724667,0.1142726,0.01534184,0.1102673,0.0132907,0.02643175,0.2236461,0.09239098,0.05052167,0.05104718
17,0.0648676,7.840095e-08,0.1187841,0.5251935,0.07628775,0.08056,0.07537421,0.05175967,0.1508796,0.06756951,0.02714883,0.1156404,0.01536557,0.1109028,0.01310887,0.02690772,0.2329357,0.0952278,0.05051288,0.05114066
