frame,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
0,0.0,0.98,1,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.13,0.0,0.048,0.014000000000000002,0.05,0.072,0.0,0.0,0.0,0.016,0.022,0.0
1,0.04,0.98,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.128,0.0,0.038,0.018,0.052000000000000005,0.076,0.0,0.0,0.0,0.012,0.01,0.002
2,0.08,0.98,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.004,0.0,0.10600000000000001,0.0,0.032,0.016,0.048,0.08399999999999999,0.0,0.0,0.0,0.008,0.014000000000000002,0.004
3,0.12,0.98,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.004,0.0,0.092,0.002,0.038,0.02,0.052000000000000005,0.094,0.0,0.0,0.0,0.008,0.016,0.002
4,0.16,0.98,1,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.008,0.0,0.092,0.004,0.038,0.024,0.057999999999999996,0.088,0.0,0.0,0.0,0.0,0.024,0.002
5,0.2,0.98,1,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.004,0.0,0.11599999999999999,0.008,0.044,0.032,0.068,0.09,0.0,0.0,0.0,0.0,0.014000000000000002,0.0
6,0.24,0.98,1,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.012,0.0,0.118,0.02,0.041999999999999996,0.038,0.076,0.096,0.0,0.0,0.0,0.0,0.018,0.0
7,0.28,0.98,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.018,0.0,0.124,0.034,0.044,0.046,0.1,0.10200000000000001,0.0,0.004,0.0,0.006,0.02,0.0
8,0.32,0.98,1,0.0,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.02,0.0,0.11000000000000001,0.041999999999999996,0.048,0.057999999999999996,0.118,0.098,0.0,0.012,0.0,0.006,0.03,0.0
9,0.36,0.98,1,0.0,0.0,0.0,0.0,0.0,0.036,0.01,0.0,0.01,0.0,0.11399999999999999,0.041999999999999996,0.041999999999999996,0.06999999999999999,0.148,0.11000000000000001,0.01,0.03,0.0,0.006,0.026000000000000002,0.002
