frame,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU1,AU2,AU4,AU5,AU6,AU7,AU9,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
0,0.0,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,0.0,0.0,0.15,0.0,0.0,0.01,0.10800000000000001,0.0,0.20600000000000002,0.0,0.202,0.0,0.0,0.036
1,0.04,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,0.0,0.0,0.146,0.0,0.004,0.018,0.08199999999999999,0.0,0.174,0.0,0.16999999999999998,0.0,0.0,0.028000000000000004
2,0.08,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.11599999999999999,0.0,0.004,0.026000000000000002,0.064,0.0,0.152,0.0,0.136,0.0,0.0,0.024
3,0.12,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.041999999999999996,0.0,0.0,0.0,0.08,0.008,0.004,0.028000000000000004,0.06,0.0,0.134,0.0,0.11000000000000001,0.0,0.0,0.02
4,0.16,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.052000000000000005,0.016,0.0,0.028000000000000004,0.05600000000000001,0.0,0.13999999999999999,0.0,0.11200000000000002,0.0,0.0,0.012
5,0.2,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.028000000000000004,0.0,0.0,0.0,0.062,0.016,0.0,0.026000000000000002,0.054000000000000006,0.0,0.146,0.0,0.13999999999999999,0.0,0.0,0.014000000000000002
6,0.24,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.05600000000000001,0.01,0.0,0.024,0.05,0.0,0.15,0.0,0.16,0.0,0.0,0.012
7,0.28,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.064,0.002,0.0,0.028000000000000004,0.048,0.0,0.146,0.0,0.152,0.0,0.0,0.012
8,0.32,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.078,0.002,0.0,0.028000000000000004,0.034,0.0,0.136,0.0,0.12,0.0,0.0,0.0
9,0.36,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.086,0.0,0.0,0.03,0.016,0.0,0.128,0.0,0.08,0.0,0.0,0.0
10,0.4,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,0.0,0.0,0.10600000000000001,0.0,0.0,0.03,0.002,0.0,0.11200000000000002,0.0,0.057999999999999996,0.0,0.006,0.0
11,0.44,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.1,0.01,0.0,0.028000000000000004,0.002,0.0,0.098,0.0,0.03,0.006,0.024,0.01
12,0.48,0.98,1,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,0.0,0.0,0.10400000000000001,0.016,0.012,0.034,0.002,0.0,0.078,0.0,0.012,0.022,0.032,0.01
13,0.52,0.98,1,0.0,0.0,0.0,0.0,0.0,0.002,0.008,0.0,0.0,0.0,0.08,0.02,0.012,0.038,0.002,0.0,0.064,0.0,0.0,0.034,0.04,0.022
14,0.56,0.98,1,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.076,0.01,0.01,0.05,0.0,0.0,0.057999999999999996,0.0,0.006,0.032,0.03,0.026000000000000002
15,0.6,0.98,1,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.074,0.004,0.006,0.068,0.0,0.004,0.05,0.008,0.006,0.04,0.022,0.036
16,0.64,0.98,1,0.0,0.0,0.0,0.0,0.0,0.008,0.004,0.0,0.002,0.0,0.06999999999999999,0.006,0.008,0.072,0.0,0.008,0.034,0.006,0.006,0.064,0.016,0.034
17,0.68,0.98,1,0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.0,0.014000000000000002,0.0,0.066,0.006,0.014000000000000002,0.076,0.0,0.016,0.02,0.006,0.0,0.1,0.016,0.026000000000000002
18,0.72,0.98,1,0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.0,0.014000000000000002,0.0,0.052000000000000005,0.006,0.014000000000000002,0.076,0.0,0.016,0.014000000000000002,0.012,0.0,0.118,0.036,0.028000000000000004
19,0.76,0.98,1,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.0,0.014000000000000002,0.0,0.072,0.0,0.014000000000000002,0.078,0.0,0.024,0.01,0.012,0.0,0.122,0.04,0.026000000000000002
20,0.8,0.98,1,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.002,0.0,0.086,0.0,0.014000000000000002,0.076,0.0,0.014000000000000002,0.004,0.012,0.0,0.13799999999999998,0.05,0.022
21,0.84,0.98,1,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.002,0.0,0.122,0.0,0.01,0.074,0.0,0.012,0.0,0.0,0.0,0.13,0.066,0.008
22,0.88,0.98,1,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.13799999999999998,0.0,0.01,0.076,0.0,0.02,0.0,0.004,0.0,0.136,0.068,0.0
23,0.92,0.98,1,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.13999999999999999,0.0,0.006,0.08199999999999999,0.0,0.02,0.006,0.004,0.0,0.128,0.05600000000000001,0.0
24,0.96,0.98,1,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.132,0.0,0.004,0.08199999999999999,0.0,0.03,0.01,0.004,0.0,0.146,0.03,0.0
25,1.0,0.98,1,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.132,0.0,0.004,0.08399999999999999,0.0,0.022,0.012,0.0,0.0,0.152,0.024,0.0
26,1.04,0.98,1,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.136,0.0,0.004,0.088,0.0,0.034,0.008,0.0,0.0,0.148,0.016,0.0
27,1.08,0.98,1,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.152,0.0,0.008,0.09,0.0,0.04,0.012,0.0,0.0,0.13999999999999999,0.016,0.0
28,1.12,0.98,1,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.006,0.0,0.156,0.0,0.006,0.088,0.0,0.03,0.008,0.0,0.0,0.15,0.008,0.0
29,1.16,0.98,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.006,0.0,0.158,0.0,0.008,0.08199999999999999,0.0,0.022,0.008,0.0,0.0,0.15,0.018,0.0
30,1.2,0.98,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.006,0.0,0.15,0.0,0.004,0.078,0.0,0.012,0.008,0.0,0.0,0.144,0.024,0.0
31,1.24,0.98,1,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.002,0.0,0.13999999999999999,0.0,0.002,0.078,0.0,0.02,0.008,0.0,0.0,0.13799999999999998,0.028000000000000004,0.0
32,1.28,0.98,1,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.006,0.0,0.132,0.0,0.002,0.086,0.0,0.02,0.008,0.002,0.0,0.148,0.024,0.0
33,1.32,0.98,1,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.006,0.0,0.128,0.0,0.004,0.094,0.0,0.022,0.0,0.01,0.0,0.154,0.016,0.0
34,1.36,0.98,1,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.004,0.0,0.124,0.0,0.008,0.098,0.0,0.026000000000000002,0.0,0.016,0.0,0.144,0.026000000000000002,0.0
35,1.4,0.98,1,0.0,0.0,0.0,0.0,0.0,0.014000000000000002,0.0,0.0,0.0,0.0,0.124,0.0,0.01,0.092,0.0,0.022,0.002,0.014000000000000002,0.0,0.142,0.048,0.002
36,1.44,0.98,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.12,0.0,0.012,0.088,0.0,0.036,0.002,0.006,0.0,0.156,0.05600000000000001,0.002
37,1.48,0.98,1,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,0.0,0.012,0.0,0.134,0.0,0.012,0.078,0.0,0.034,0.006,0.0,0.0,0.16799999999999998,0.062,0.002
38,1.52,0.98,1,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.012,0.0,0.128,0.0,0.012,0.08,0.0,0.04,0.006,0.0,0.0,0.176,0.05,0.0
39,1.56,0.98,1,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.012,0.0,0.136,0.0,0.008,0.076,0.0,0.034,0.006,0.002,0.0,0.172,0.05,0.002
40,1.6,0.98,1,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.136,0.0,0.006,0.08,0.0,0.02,0.006,0.002,0.0,0.142,0.046,0.002
41,1.64,0.98,1,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.136,0.0,0.0,0.076,0.0,0.024,0.014000000000000002,0.008,0.012,0.12,0.032,0.002
42,1.68,0.98,1,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.134,0.0,0.0,0.078,0.0,0.01,0.026000000000000002,0.008,0.012,0.092,0.032,0.006
43,1.72,0.98,1,0.0,0.0,0.0,0.0,0.0,0.014000000000000002,0.0,0.0,0.002,0.0,0.132,0.0,0.0,0.076,0.0,0.01,0.028000000000000004,0.008,0.012,0.10200000000000001,0.034,0.006
44,1.76,0.98,1,0.0,0.0,0.0,0.0,0.0,0.014000000000000002,0.0,0.0,0.014000000000000002,0.0,0.136,0.0,0.0,0.078,0.0,0.016,0.02,0.0,0.0,0.118,0.044,0.006
45,1.8,0.98,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.014000000000000002,0.0,0.13799999999999998,0.0,0.004,0.078,0.0,0.016,0.008,0.0,0.0,0.142,0.04,0.0
46,1.84,0.98,1,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.012,0.0,0.136,0.0,0.01,0.08199999999999999,0.0,0.03,0.002,0.008,0.0,0.156,0.032,0.0
